GBAC,country,host,collection_date,serotype,Topotype,lineage,color
MG983698/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D460
MG983699/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D560
MG983700/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45F
MG983701/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D560
MG983702/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45F
MG983703/MMR/cattle/2016/O,MMR,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45F
MG983704/NPL/cattle/2008/O,NPL,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D664
MG983705/NPL/cattle/2010/O,NPL,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D6D664
MG983706/NPL/cattle/2010/O,NPL,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D6D665
MG983707/NPL/water-buffalo/2012/O,NPL,water-buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35C
MG983708/NPL/cattle/2012/O,NPL,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D767
MG983709/NPL/cattle/2012/O,NPL,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D766
MG983710/NPL/water-buffalo/2012/O,NPL,water-buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35C
MG983711/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB70
MG983712/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D766
MG983713/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D766
MG983714/NPL/pig/2013/O,NPL,pig,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE77
MG983715/NPL/cattle/2014/O,NPL,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC71
MG983716/NPL/cattle/2014/O,NPL,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC72
MG983717/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D766
MG983718/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45E
MG983719/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D560
MG983720/RUS/cattle/2016/O,RUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D562
MG983721/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D868
MG983722/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D869
MG983723/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D868
MG983724/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D868
MG983725/SAU/cattle/2014/O,SAU,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D867
MG983726/SAU/cattle/2014/O,SAU,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D868
MG983727/SAU/cattle/2015/O,SAU,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45E
MG983728/SAU/cattle/2016/O,SAU,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45E
MG983729/SAU/cattle/2016/O,SAU,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45F
MG983730/KOR/cattle/2017/O,KOR,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D561
MG983731/LKA/cattle/2013/O,LKA,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB71
MG983732/LKA/cattle/2014/O,LKA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE77
MG983733/LKA/cattle/2014/O,LKA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE76
MG983734/LKA/water-buffalo/2014/O,LKA,water-buffalo,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE76
MG983735/TUN/unknown/2014/O,TUN,unknown,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6D
MG983736/ARE/gazelle/2014/O,ARE,gazelle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE77
MG983737/ARE/gazelle/2014/O,ARE,gazelle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE77
MG983738/ARE/cattle/2016/O,ARE,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35D
MG983739/ARE/cattle/2016/O,ARE,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35D
MG983740/VNM/cattle/2015/O,VNM,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD76
MG983741/VNM/cattle/2016/O,VNM,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D663
MH053305/EGY/cattle/1972/A,EGY,cattle,1972,A,AFRICA,,#837DA8
MH053306/TCD/cattle/1973/A,TCD,cattle,1973,A,AFRICA,,#847EA8
MH053307/ZMB/cattle/1990/A,ZMB,cattle,1990,A,AFRICA,,#817BA6
MH053308/ETH/unknown/1971/C,ETH,unknown,1971,C,AFRICA,,#769E07
MH053309/KEN/cattle/1967/C,KEN,cattle,1967,C,AFRICA,,#7BA30F
MH053310/UGA/cattle/1970/C,UGA,cattle,1970,C,AFRICA,,#729900
MH053311/ETH/cattle/2004/O,ETH,cattle,2004,O,EAST-AFRICA-3-EA-3,,#BCBC23
MH053312/ETH/cattle/2005/O,ETH,cattle,2005,O,EAST-AFRICA-4-EA-4,,#BABA1D
MH053313/ETH/cattle/2006/O,ETH,cattle,2006,O,EAST-AFRICA-3-EA-3,,#BBBB22
MH053314/ETH/cattle/2007/O,ETH,cattle,2007,O,EAST-AFRICA-3-EA-3,,#BCBC22
MH053315/SDN/unknown/1976/O,SDN,unknown,1976,O,WEST-AFRICA-WA,,#BBBB22
MH053316/UGA/cattle/1996/O,UGA,cattle,1996,O,EAST-AFRICA-1-EA-1,,#B9B91C
MH053317/UGA/unknown/1998/O,UGA,unknown,1998,O,EAST-AFRICA-4-EA-4,,#B9B91D
MH053318/UGA/unknown/2002/O,UGA,unknown,2002,O,EAST-AFRICA-2-EA-2,,#BABA1F
MH053320/KEN/cattle/1983/SAT1,KEN,cattle,1983,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CF9338
MH053321/MOZ/cattle/1981/SAT1,MOZ,cattle,1981,SAT1,ASIA,,#C98C2B
MH053322/NAM/african-buffalo/1989/SAT1,NAM,african-buffalo,1989,SAT1,III-WESTERN-ZIMBABWE-WZ,,#C48620
MH053323/TCD/cattle/1972/SAT1,TCD,cattle,1972,SAT1,VI,,#BC7D0F
MH053324/UGA/cattle/1971/SAT1,UGA,cattle,1971,SAT1,VII-EAST-AFRICA-2-EA-2,,#BF8116
MH053325/UGA/cattle/1978/SAT1,UGA,cattle,1978,SAT1,VII-EAST-AFRICA-2-EA-2,,#BE7F13
MH053326/UGA/african-buffalo/1970/SAT1,UGA,african-buffalo,1970,SAT1,IV-EAST-AFRICA1-EA-1,,#C78925
MH053328/BWA/african-buffalo/1968/SAT2,BWA,african-buffalo,1968,SAT2,III,,#DC552B
MH053331/BWA/african-buffalo/1972/SAT2,BWA,african-buffalo,1972,SAT2,II,,#D94E21
MH053332/BWA/african-buffalo/1974/SAT2,BWA,african-buffalo,1974,SAT2,II,,#DA4F23
MH053333/ETH/cattle/1989/SAT2,ETH,cattle,1989,SAT2,IV,,#DE5931
MH053334/ZMB/cattle/1964/SAT2,ZMB,cattle,1964,SAT2,III,,#DC5329
MH053335/ZWE/cattle/1965/SAT2,ZWE,cattle,1965,SAT2,I,,#DB5227
MH053338/BWA/cattle/1966/SAT3,BWA,cattle,1966,SAT3,II-WESTERN-ZIMBABWE-WZ,,#6598B9
MH053343/ZWE/cattle/1934/SAT3,ZWE,cattle,1934,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,#6DA0C1
MH053344/ZWE/cattle/1974/SAT3,ZWE,cattle,1974,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#8DBEE0
MH053346/ZWE/cattle/1976/SAT3,ZWE,cattle,1976,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#9ACAEC
MH053347/ZWE/cattle/1976/SAT3,ZWE,cattle,1976,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#7DAFD0
MH053348/ZWE/cattle/1977/SAT3,ZWE,cattle,1977,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#91C2E4
MH053350/ZWE/african-buffalo/1983/SAT3,ZWE,african-buffalo,1983,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#79ABCC
MH053351/ZWE/cattle/1984/SAT3,ZWE,cattle,1984,SAT3,II-WESTERN-ZIMBABWE-WZ,,#598DAD
MH053352/ZWE/african-buffalo/1990/SAT3,ZWE,african-buffalo,1990,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,#699CBD
MH167962/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BABA1E
MH167963/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB20
MH167964/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB20
MH167965/UGA/cow/2016/O,UGA,cow,2016,O,EAST-AFRICA-2-EA-2,,#BBBB20
MH167966/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB21
MH746921/USA/cow/2017/A,USA,cow,2017,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#918BB4
MH784403/PAK/cattle/2016/O,PAK,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07C
MH784404/PAK/water-buffalo/2017/O,PAK,water-buffalo,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07C
MH784405/PAK/cattle/2017/O,PAK,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07C
MH791293/UGA/cattle/2017/O,UGA,cattle,2017,O,EAST-AFRICA-4-EA-4,,#B9B91D
MH845413/VNM/pig/2014/O,VNM,pig,2014,O,SOUTHEAST-ASIA-SEA,,#C2C232
MH891503/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D561
MK071699/BGD/cattle/2013/O,BGD,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35B
MK940253/SAU/cattle/2017/A,SAU,cattle,2017,A,ASIA,,#A09BC2
MN062579/IRN/cattle/2010/O,IRN,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17E
MN062580/IRN/cattle/2010/O,IRN,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E282
MN062582/PAK/buffalo/2009/O,PAK,buffalo,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E587
MN062583/PAK/cattle/2009/O,PAK,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07B
MN062585/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E383
MN062586/AFG/cattle/2009/A,AFG,cattle,2009,A,ASIA,Iran-05,#ACA7CC
MN062587/PAK/cattle/2009/A,PAK,cattle,2009,A,ASIA,Iran-05,#ACA7CC
MN095354/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD74
MN095355/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D767
MN095356/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE78
MN095357/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE78
MN095358/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DFDF79
MN095359/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DFDF79
MN095360/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE78
MN095361/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DFDF79
MN095362/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE78
MN095363/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DFDF79
MN095364/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC72
MN095365/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC72
MN095366/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD74
MN095367/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC73
MN095368/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC73
MN095369/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC73
MN095370/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC72
MN095371/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC73
MN103523/NER/cow/2014/SAT2,NER,cow,2014,SAT2,VII,,#D4410F
MN116688/KEN/cow/2016/A,KEN,cow,2016,A,AFRICA,,#827CA6
MN116689/KEN/cow/2014/SAT1,KEN,cow,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E9B16F
MN116690/KEN/cow/2014/SAT1,KEN,cow,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E8AF6C
MN116691/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CF9237
MN116692/KEN/cow/2014/SAT2,KEN,cow,2014,SAT2,IV,,#E1613C
MN116693/KEN/cow/2014/O,KEN,cow,2014,O,EAST-AFRICA-2-EA-2,,#BABA1E
MN116694/KEN/cow/2016/O,KEN,cow,2016,O,EAST-AFRICA-2-EA-2,,#BABA1E
MN250314/VNM/pig/2017/O/O,VNM,pig,2017,O,CATHAY,,#B8B81A
MN250315/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY,,#B9B91B
MN250316/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY,,#B9B91C
MN250317/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY,,#B8B81A
MN250318/VNM/pig/2019/O/O,VNM,pig,2019,O,CATHAY,,#B9B91B
MN275118/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X,,#BB7C0D
MN275119/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X,,#B97908
MN275120/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X,,#BA7A0A
MN275121/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X,,#BA7B0C
MN366244/BGD/cattle/2018/Asia1,BGD,cattle,2018,Asia1,ASIA,,#60B1A4
MN389541/CHN/pig/2010/O,CHN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C1C130
MN442538/ZAF/african-buffalo/1991/SAT1,ZAF,african-buffalo,1991,SAT1,ASIA,,#CB8F30
MN442539/ZAF/african-buffalo/1991/SAT1,ZAF,african-buffalo,1991,SAT1,ASIA,,#CA8D2C
MN442540/ZAF/african-buffalo/1991/SAT1,ZAF,african-buffalo,1991,SAT1,ASIA,,#CB8E2E
MN953619/PAK/cattle/2019/O,PAK,cattle,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45E
MN953620/PAK/cattle/2019/O,PAK,cattle,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45D
MN983152/IND/cattle/1997/O,IND,cattle,1997,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001a,#D2D259
MN983153/IND/cattle/2001/O,IND,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001b,#D2D25A
MN983154/IND/cattle/2005/O,IND,cattle,2005,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001b,#D2D25A
MN983155/IND/cattle/2008/O,IND,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001b,#D2D25A
MN983156/IND/cattle/2008/O,IND,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D664
MN983157/IND/cattle/2009/O,IND,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001c,#D2D25A
MN983158/IND/cattle/2009/O,IND,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D2D25B
MT018548/ISR/pig/2018/O,ISR,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E589
MT018549/ISR/cattle/2018/O,ISR,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E588
MT018550/ISR/cattle/2018/O,ISR,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E588
MT018551/ISR/cattle/2018/O,ISR,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E588
MT340197/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CDC9EA
MT340198/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CCC8E9
MT340199/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CECAEA
MT340200/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CDC9EA
MT340201/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CCC8E9
MT340202/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#C9C5E6
MT340203/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#C9C5E6
MT340204/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#D0CCEC
MT340205/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CDC9E9
MT340206/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#D1CDED
MT340207/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#D0CCEC
MT340208/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#D0CCEC
MT340209/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CFCBEB
MT340210/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CFCBEB
MT340211/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CBC7E8
MT340212/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CBC7E7
MT340213/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CBC7E8
MT340214/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CCC8E8
MT340215/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#C9C5E6
MT340216/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CFCBEC
MT340217/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CAC6E7
MT340218/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CAC6E7
MT340219/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CBC7E8
MT340220/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CFCBEB
MT340221/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CDC9E9
MT340222/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#CAC6E7
MT340223/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#CECAEB
MT340224/VNM/buffalo/2018/A,VNM,buffalo,2018,A,ASIA,Sea-97,#CAC5E6
MT340225/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#C8C4E5
MT602077/ETH/cattle/2018/A,ETH,cattle,2018,A,AFRICA,,#827CA7
MT602078/ETH/cattle/2019/A,ETH,cattle,2019,A,AFRICA,,#857FA9
MT602079/SDN/cattle/2018/A,SDN,cattle,2018,A,AFRICA,,#847EA9
MT602081/ETH/cattle/2015/O,ETH,cattle,2015,O,EAST-AFRICA-3-EA-3,,#BCBC22
MT602084/KEN/cattle/2018/O,KEN,cattle,2018,O,EAST-AFRICA-2-EA-2,,#BABA1D
MT602085/KEN/cattle/2013/SAT1,KEN,cattle,2013,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D49841
MT602086/TZA/cattle/2012/SAT1,TZA,cattle,2012,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D1953C
MT602087/TZA/cattle/2013/SAT1,TZA,cattle,2013,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E5AC65
MT602088/TZA/cattle/2014/SAT1,TZA,cattle,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E4AB63
MT602089/EGY/cattle/2018/SAT2,EGY,cattle,2018,SAT2,VII,,#D33E0B
MT602090/ETH/cattle/2015/SAT2,ETH,cattle,2015,SAT2,VII,,#D23C08
MT602092/KEN/cattle/2017/SAT2,KEN,cattle,2017,SAT2,IV,,#DE5830
MT863268/EGY/water-buffalo/2016/A,EGY,water-buffalo,2016,A,AFRICA,,#857FA9
MT944981/IRN/dog/2016/O,IRN,dog,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E589
MT944982/IRN/goat/2016/O,IRN,goat,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E58A
MT944983/IRN/goat/2016/O,IRN,goat,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E589
MW355668/TZA/cattle/1980/SAT1,TZA,cattle,1980,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CD9133
MW355669/ZMB/cattle/1988/SAT1,ZMB,cattle,1988,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CC9031
MW355671/MOZ/Unknown/1970/SAT2,MOZ,Unknown,1970,SAT2,I,,#DB5126
MW355673/ZWE/cattle/1989/SAT2,ZWE,cattle,1989,SAT2,II,,#DA4F22
MW355674/BWA/cattle/1967/SAT3,BWA,cattle,1967,SAT3,II-WESTERN-ZIMBABWE-WZ,,#6194B5
MW355676/ZWE/cattle/1976/SAT3,ZWE,cattle,1976,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#95C6E8
MW355677/ZAF/cattle/1979/SAT3,ZAF,cattle,1979,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#81B3D4
MW355678/ZMB/african-buffalo/1996/SAT3,ZMB,african-buffalo,1996,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,#497D9D
MW355679/ZWE/african-buffalo/1990/SAT3,ZWE,african-buffalo,1990,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#89BADC
MW715622/NER/cow/2018/SAT2,NER,cow,2018,SAT2,VII,,#D3400E
MW715623/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D64616
MW715624/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D64515
MW715626/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D54414
MW715627/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D54313
MW715628/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D54311
MW715629/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D44210
MZ493232/PAK/cattle/2017/A,PAK,cattle,2017,A,ASIA,Iran-05,#A49FC5
MZ493233/PAK/cattle/2018/A,PAK,cattle,2018,A,ASIA,Iran-05,#A49FC5
MZ493234/PAK/cattle/2018/A,PAK,cattle,2018,A,ASIA,Iran-05,#A49FC5
NC_039210/GBR/Unknown/1965/O,GBR,Unknown,1965,O,EUROPE-SOUTH-AMERICA-EURO-SA,,#AEAE00
OK019689/IRN/cow/2016/O,IRN,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E589
OK205893/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#C5C0E2
OK205894/VNM/buffalo/2014/A,VNM,buffalo,2014,A,ASIA,Sea-97,#C5C1E2
OK205895/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C5C1E3
OK205896/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C2BEE0
OK205897/VNM/pig/2015/A,VNM,pig,2015,A,ASIA,Sea-97,#C3BFE1
OK205898/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#C7C3E4
OK205899/VNM/cattle/2015/A,VNM,cattle,2015,A,ASIA,Sea-97,#BFBBDD
OK205900/VNM/cattle/2015/A,VNM,cattle,2015,A,ASIA,Sea-97,#C6C2E3
OK205901/VNM/buffalo/2014/A,VNM,buffalo,2014,A,ASIA,Sea-97,#C3BEE0
OK205902/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C3BFE0
OK205903/VNM/pig/2014/A,VNM,pig,2014,A,ASIA,Sea-97,#C3BFE1
