"GBAC","country","host","collection_date","serotype","Topotype","color","lineage"
"MF782478/BGD/cattle/2013/Asia1","BGD","cattle","2013","Asia1","ASIA","#90B82D",""
"MF947123/VNM/buffalo/2011/O","VNM","buffalo","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B3",""
"MF947124/VNM/cattle/2012/O","VNM","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B2",""
"MF947126/VNM/pig/2011/O","VNM","pig","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B2",""
"MF947127/VNM/buffalo/2012/O","VNM","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B3",""
"MF947128/VNM/cattle/2010/O","VNM","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B2",""
"MF947129/VNM/pig/2014/O","VNM","pig","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B2",""
"MF947131/VNM/pig/2013/O","VNM","pig","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F7F7B4",""
"MF947132/VNM/buffalo/2015/O","VNM","buffalo","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F7F7B4",""
"MF947137/VNM/buffalo/2012/O","VNM","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B3",""
"MF947143/VNM/cattle/2013/O","VNM","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F6F6B4",""
"MG334583/IRQ/cow/2009/A","IRQ","cow","2009","A","ASIA","#AEA9CE","Iran-05"
"MG725872/NER/cow/2013/A","NER","cow","2013","A","AFRICA","#8680AB",""
"MG725873/NER/cow/2015/A","NER","cow","2015","A","AFRICA","#8781AB",""
"MG725874/NER/cow/2015/A","NER","cow","2015","A","AFRICA","#8680AA",""
"MG725875/NER/cow/2015/A","NER","cow","2015","A","AFRICA","#8882AC",""
"MG725876/NER/cow/2015/A","NER","cow","2015","A","AFRICA","#8782AC",""
"MG923579/DZA/cattle/2017/A","DZA","cattle","2017","A","AFRICA","#8781AB",""
"MG923580/DZA/cattle/2017/A","DZA","cattle","2017","A","AFRICA","#8781AB",""
"MG983683/DZA/unknown/2014/O","DZA","unknown","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6D","Ind-2001d"
"MG983684/BGD/cattle/2009/O","BGD","cattle","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D664","Ind-2001d"
"MG983685/BHR/cattle/2015/O","BHR","cattle","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB70","Ind-2001d"
"MG983686/BHR/cattle/2015/O","BHR","cattle","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC71","Ind-2001d"
"MG983687/BTN/cattle/2009/O","BTN","cattle","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D765","Ind-2001d"
"MG983688/BTN/cattle/2009/O","BTN","cattle","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D665","Ind-2001d"
"MG983689/BTN/cattle/2012/O","BTN","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35B",""
"MG983690/BTN/cattle/2016/O","BTN","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB71","Ind-2001d"
"MG983691/BTN/cattle/2016/O","BTN","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45E",""
"MG983692/IRN/cattle/2009/O","IRN","cattle","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D765","Ind-2001d"
"MG983693/LAO/unknown/2015/O","LAO","unknown","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD76","Ind-2001d"
"MG983694/LBY/cattle/2013/O","LBY","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96A","Ind-2001d"
"MG983695/LBY/cattle/2013/O","LBY","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D869","Ind-2001d"
"MG983696/LBY/cattle/2013/O","LBY","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D86A","Ind-2001d"
"MG983697/LBY/cattle/2013/O","LBY","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D869","Ind-2001d"
"MG983698/MUS/cattle/2016/O","MUS","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45F",""
"MG983699/MUS/cattle/2016/O","MUS","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D560",""
"MG983700/MUS/cattle/2016/O","MUS","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D460",""
"MG983701/MUS/cattle/2016/O","MUS","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45F",""
"MG983702/MUS/cattle/2016/O","MUS","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45F",""
"MG983703/MMR/cattle/2016/O","MMR","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D560",""
"MG983704/NPL/cattle/2008/O","NPL","cattle","2008","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D664",""
"MG983705/NPL/cattle/2010/O","NPL","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D664","Ind-2001d"
"MG983706/NPL/cattle/2010/O","NPL","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D765","Ind-2001d"
"MG983707/NPL/water-buffalo/2012/O","NPL","water-buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35C",""
"MG983708/NPL/cattle/2012/O","NPL","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D767","Ind-2001d"
"MG983709/NPL/cattle/2012/O","NPL","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D766","Ind-2001d"
"MG983710/NPL/water-buffalo/2012/O","NPL","water-buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35C",""
"MG983711/NPL/cattle/2013/O","NPL","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB70","Ind-2001d"
"MG983712/NPL/cattle/2013/O","NPL","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D766","Ind-2001d"
"MG983713/NPL/cattle/2013/O","NPL","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D766","Ind-2001d"
"MG983714/NPL/pig/2013/O","NPL","pig","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE77","Ind-2001d"
"MG983715/NPL/cattle/2014/O","NPL","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD75","Ind-2001d"
"MG983716/NPL/cattle/2014/O","NPL","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC73","Ind-2001d"
"MG983717/NPL/cattle/2015/O","NPL","cattle","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D766","Ind-2001d"
"MG983718/NPL/cattle/2015/O","NPL","cattle","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35D",""
"MG983719/NPL/cattle/2015/O","NPL","cattle","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D560",""
"MG983720/RUS/cattle/2016/O","RUS","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D562",""
"MG983721/SAU/cattle/2013/O","SAU","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D868","Ind-2001d"
"MG983722/SAU/cattle/2013/O","SAU","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D869","Ind-2001d"
"MG983723/SAU/cattle/2013/O","SAU","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D868","Ind-2001d"
"MG983724/SAU/cattle/2013/O","SAU","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D868","Ind-2001d"
"MG983725/SAU/cattle/2014/O","SAU","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D867","Ind-2001d"
"MG983726/SAU/cattle/2014/O","SAU","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D868","Ind-2001d"
"MG983727/SAU/cattle/2015/O","SAU","cattle","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45E",""
"MG983728/SAU/cattle/2016/O","SAU","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45D",""
"MG983729/SAU/cattle/2016/O","SAU","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45F",""
"MG983730/KOR/cattle/2017/O","KOR","cattle","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D561",""
"MG983731/LKA/cattle/2013/O","LKA","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB71","Ind-2001d"
"MG983732/LKA/cattle/2014/O","LKA","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE77","Ind-2001d"
"MG983733/LKA/cattle/2014/O","LKA","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE77","Ind-2001d"
"MG983734/LKA/water-buffalo/2014/O","LKA","water-buffalo","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE77","Ind-2001d"
"MG983735/TUN/unknown/2014/O","TUN","unknown","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6E","Ind-2001d"
"MG983736/ARE/gazelle/2014/O","ARE","gazelle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD76","Ind-2001d"
"MG983737/ARE/gazelle/2014/O","ARE","gazelle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD75","Ind-2001d"
"MG983738/ARE/cattle/2016/O","ARE","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45E",""
"MG983739/ARE/cattle/2016/O","ARE","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D4D45E",""
"MG983740/VNM/cattle/2015/O","VNM","cattle","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE76","Ind-2001d"
"MG983741/VNM/cattle/2016/O","VNM","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D663",""
"MH053305/EGY/cattle/1972/A","EGY","cattle","1972","A","AFRICA","#837DA8",""
"MH053306/TCD/cattle/1973/A","TCD","cattle","1973","A","AFRICA","#837DA8",""
"MH053307/ZMB/cattle/1990/A","ZMB","cattle","1990","A","AFRICA","#817BA6",""
"MH053308/ETH/unknown/1971/C","ETH","unknown","1971","C","AFRICA","#92DACD",""
"MH053309/KEN/cattle/1967/C","KEN","cattle","1967","C","AFRICA","#98DFD2",""
"MH053310/UGA/cattle/1970/C","UGA","cattle","1970","C","AFRICA","#8CD5C8",""
"MH053311/ETH/cattle/2004/O","ETH","cattle","2004","O","EAST-AFRICA-3-EA-3","#BCBC23",""
"MH053312/ETH/cattle/2005/O","ETH","cattle","2005","O","EAST-AFRICA-4-EA-4","#BBBB22",""
"MH053313/ETH/cattle/2006/O","ETH","cattle","2006","O","EAST-AFRICA-3-EA-3","#BBBB22",""
"MH053314/ETH/cattle/2007/O","ETH","cattle","2007","O","EAST-AFRICA-3-EA-3","#BCBC22",""
"MH053315/SDN/unknown/1976/O","SDN","unknown","1976","O","WEST-AFRICA-WA","#BBBB21",""
"MH053316/UGA/cattle/1996/O","UGA","cattle","1996","O","","#BBBB21",""
"MH053317/UGA/unknown/1998/O","UGA","unknown","1998","O","EAST-AFRICA-4-EA-4","#BBBB21",""
"MH053318/UGA/unknown/2002/O","UGA","unknown","2002","O","EAST-AFRICA-2-EA-2","#BABA1E",""
"MH053320/KEN/cattle/1983/SAT1","KEN","cattle","1983","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#E05F39",""
"MH053321/MOZ/cattle/1981/SAT1","MOZ","cattle","1981","SAT1","ASIA","#DC552B",""
"MH053322/NAM/african-buffalo/1989/SAT1","NAM","african-buffalo","1989","SAT1","III-WESTERN-ZIMBABWE-WZ","#D7491B",""
"MH053323/TCD/cattle/1972/SAT1","TCD","cattle","1972","SAT1","VI","#D4410F",""
"MH053324/UGA/cattle/1971/SAT1","UGA","cattle","1971","SAT1","VII-EAST-AFRICA-2-EA-2","#D64616",""
"MH053325/UGA/cattle/1978/SAT1","UGA","cattle","1978","SAT1","VII-EAST-AFRICA-2-EA-2","#D54312",""
"MH053326/UGA/african-buffalo/1970/SAT1","UGA","african-buffalo","1970","SAT1","IV-EAST-AFRICA1-EA-1","#DA5126",""
"MH053328/BWA/african-buffalo/1968/SAT2","BWA","african-buffalo","1968","SAT2","III","#5B8FB0",""
"MH053331/BWA/african-buffalo/1972/SAT2","BWA","african-buffalo","1972","SAT2","II","#568AAA",""
"MH053332/BWA/african-buffalo/1974/SAT2","BWA","african-buffalo","1974","SAT2","II","#578BAC",""
"MH053333/ETH/cattle/1989/SAT2","ETH","cattle","1989","SAT2","IV","#5E92B3",""
"MH053334/ZMB/cattle/1964/SAT2","ZMB","cattle","1964","SAT2","III","#5A8EAE",""
"MH053335/ZWE/cattle/1965/SAT2","ZWE","cattle","1965","SAT2","I","#598DAD",""
"MH053338/BWA/cattle/1966/SAT3","BWA","cattle","1966","SAT3","II-WESTERN-ZIMBABWE-WZ","#D1963C",""
"MH053343/ZWE/cattle/1934/SAT3","ZWE","cattle","1934","SAT3","III-NORTHWEST-ZIMBABWE-NWZ","#D59A44",""
"MH053344/ZWE/cattle/1974/SAT3","ZWE","cattle","1974","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#F4BE86",""
"MH053346/ZWE/cattle/1976/SAT3","ZWE","cattle","1976","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#FFCA9C",""
"MH053347/ZWE/cattle/1976/SAT3","ZWE","cattle","1976","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#E3AA61",""
"MH053348/ZWE/cattle/1977/SAT3","ZWE","cattle","1977","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#F8C28D",""
"MH053350/ZWE/african-buffalo/1983/SAT3","ZWE","african-buffalo","1983","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#DFA65A",""
"MH053351/ZWE/cattle/1984/SAT3","ZWE","cattle","1984","SAT3","II-WESTERN-ZIMBABWE-WZ","#C78A26",""
"MH053352/ZWE/african-buffalo/1990/SAT3","ZWE","african-buffalo","1990","SAT3","III-NORTHWEST-ZIMBABWE-NWZ","#D89E4B",""
"MH167962/UGA/cow/2015/O","UGA","cow","2015","O","EAST-AFRICA-2-EA-2","#BABA1D",""
"MH167963/UGA/cow/2015/O","UGA","cow","2015","O","EAST-AFRICA-2-EA-2","#BABA1F",""
"MH167964/UGA/cow/2015/O","UGA","cow","2015","O","EAST-AFRICA-2-EA-2","#BABA1F",""
"MH167965/UGA/cow/2016/O","UGA","cow","2016","O","EAST-AFRICA-2-EA-2","#BABA1F",""
"MH167966/UGA/cow/2015/O","UGA","cow","2015","O","EAST-AFRICA-2-EA-2","#BBBB20",""
"MH746921/USA/cow/2017/A","USA","cow","2017","A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#918BB4",""
"MH784403/PAK/cattle/2016/O","PAK","cattle","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07C","PanAsia-2"
"MH784404/PAK/water-buffalo/2017/O","PAK","water-buffalo","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07C","PanAsia-2"
"MH784405/PAK/cattle/2017/O","PAK","cattle","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07C","PanAsia-2"
"MH791293/UGA/cattle/2017/O","UGA","cattle","2017","O","EAST-AFRICA-4-EA-4","#BBBB21",""
"MH845413/VNM/pig/2014/O","VNM","pig","2014","O","III-NORTHWEST-ZIMBABWE-NWZ","#C2C232",""
"MH891503/VNM/cow/2017/O","VNM","cow","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D5D561",""
"MK071699/BGD/cattle/2013/O","BGD","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35B",""
"MK940253/SAU/cattle/2017/A","SAU","cattle","2017","A","ASIA","#A09BC2",""
"MN062579/IRN/cattle/2010/O","IRN","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17E","PanAsia-2"
"MN062580/IRN/cattle/2010/O","IRN","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E282","PanAsia-2"
"MN062582/PAK/buffalo/2009/O","PAK","buffalo","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E6E68A","PanAsia-2"
"MN062583/PAK/cattle/2009/O","PAK","cattle","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07B","PanAsia-2"
"MN062585/TUR/cattle/2010/O","TUR","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E383","PanAsia-2"
"MN062586/AFG/cattle/2009/A","AFG","cattle","2009","A","ASIA","#ACA7CC","Iran-05"
"MN062587/PAK/cattle/2009/A","PAK","cattle","2009","A","ASIA","#AEA9CD","Iran-05"
"MN095354/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD74","Ind-2001d"
"MN095355/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D7D767","Ind-2001d"
"MN095356/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF79","Ind-2001d"
"MN095357/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE78","Ind-2001d"
"MN095358/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF79","Ind-2001d"
"MN095359/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF79","Ind-2001d"
"MN095360/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE78","Ind-2001d"
"MN095361/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE78","Ind-2001d"
"MN095362/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE78","Ind-2001d"
"MN095363/IND/cattle/2013/O","IND","cattle","2013","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF79","Ind-2001d"
"MN095364/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC72","Ind-2001d"
"MN095365/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC71","Ind-2001d"
"MN095366/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC72","Ind-2001d"
"MN095367/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC72","Ind-2001d"
"MN095368/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC73","Ind-2001d"
"MN095369/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC73","Ind-2001d"
"MN095370/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC72","Ind-2001d"
"MN095371/IND/cattle/2014/O","IND","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC73","Ind-2001d"
"MN103523/NER/cow/2014/SAT2","NER","cow","2014","SAT2","VII","#4C81A1",""
"MN116688/KEN/cow/2016/A","KEN","cow","2016","A","AFRICA","#827CA6",""
"MN116689/KEN/cow/2014/SAT1","KEN","cow","2014","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#E36644",""
"MN116690/KEN/cow/2014/SAT1","KEN","cow","2014","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#E26440",""
"MN116691/KEN/cow/2016/SAT1","KEN","cow","2016","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#E05D37",""
"MN116692/KEN/cow/2014/SAT2","KEN","cow","2014","SAT2","IV","#6498B8",""
"MN116693/KEN/cow/2014/O","KEN","cow","2014","O","EAST-AFRICA-2-EA-2","#B9B91C",""
"MN116694/KEN/cow/2016/O","KEN","cow","2016","O","EAST-AFRICA-2-EA-2","#B9B91D",""
"MN250314/VNM/pig/2017/O/O","VNM","pig","2017","O","CATHAY","#AFAF03",""
"MN250315/VNM/pig/2018/O/O","VNM","pig","2018","O","CATHAY","#AFAF03",""
"MN250316/VNM/pig/2018/O/O","VNM","pig","2018","O","CATHAY","#B0B004",""
"MN250317/VNM/pig/2018/O/O","VNM","pig","2018","O","CATHAY","#AFAF02",""
"MN250318/VNM/pig/2019/O/O","VNM","pig","2019","O","CATHAY","#AFAF04",""
"MN275118/CMR/cow/2016/SAT1","CMR","cow","2016","SAT1","X","#D13A06",""
"MN275119/CMR/cow/2016/SAT1","CMR","cow","2016","SAT1","X","#D03701",""
"MN275120/CMR/cow/2016/SAT1","CMR","cow","2016","SAT1","X","#D03802",""
"MN275121/CMR/cow/2016/SAT1","CMR","cow","2016","SAT1","X","#D13904",""
"MN366244/BGD/cattle/2018/Asia1","BGD","cattle","2018","Asia1","ASIA","#8EB72C",""
"MN389541/CHN/pig/2010/O","CHN","pig","2010","O","III-NORTHWEST-ZIMBABWE-NWZ","#C1C12F",""
"MN442538/ZAF/african-buffalo/1991/SAT1","ZAF","african-buffalo","1991","SAT1","ASIA","#DE5830",""
"MN442539/ZAF/african-buffalo/1991/SAT1","ZAF","african-buffalo","1991","SAT1","ASIA","#DD562D",""
"MN442540/ZAF/african-buffalo/1991/SAT1","ZAF","african-buffalo","1991","SAT1","ASIA","#DD572E",""
"MN953619/PAK/cattle/2019/O","PAK","cattle","2019","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35D",""
"MN953620/PAK/cattle/2019/O","PAK","cattle","2019","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D3D35D",""
"MN983152/IND/cattle/1997/O","IND","cattle","1997","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D259","Ind-2001a"
"MN983153/IND/cattle/2001/O","IND","cattle","2001","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D25A","Ind-2001b"
"MN983154/IND/cattle/2005/O","IND","cattle","2005","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D25A","Ind-2001b"
"MN983155/IND/cattle/2008/O","IND","cattle","2008","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D25A","Ind-2001b"
"MN983156/IND/cattle/2008/O","IND","cattle","2008","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D6D664",""
"MN983157/IND/cattle/2009/O","IND","cattle","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D25A","Ind-2001c"
"MN983158/IND/cattle/2009/O","IND","cattle","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D2D25B",""
"MT018548/ISR/pig/2018/O","ISR","pig","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E588","PanAsia-2"
"MT018549/ISR/cattle/2018/O","ISR","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E588","PanAsia-2"
"MT018550/ISR/cattle/2018/O","ISR","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E588","PanAsia-2"
"MT018551/ISR/cattle/2018/O","ISR","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E588","PanAsia-2"
"MT340197/VNM/cattle/2017/A","VNM","cattle","2017","A","ASIA","#C0BCDE","Sea-97"
"MT340198/VNM/cattle/2017/A","VNM","cattle","2017","A","ASIA","#BEBADC","Sea-97"
"MT340199/VNM/cattle/2017/A","VNM","cattle","2017","A","ASIA","#C1BDDF","Sea-97"
"MT340200/VNM/cattle/2017/A","VNM","cattle","2017","A","ASIA","#C1BCDE","Sea-97"
"MT340201/VNM/cattle/2017/A","VNM","cattle","2017","A","ASIA","#BFBBDD","Sea-97"
"MT340202/VNM/cattle/2017/A","VNM","cattle","2017","A","ASIA","#BDB9DB","Sea-97"
"MT340203/VNM/cattle/2017/A","VNM","cattle","2017","A","ASIA","#BDB8DB","Sea-97"
"MT340204/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C3BFE1","Sea-97"
"MT340205/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C3BFE0","Sea-97"
"MT340206/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C4C0E2","Sea-97"
"MT340207/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C4C0E1","Sea-97"
"MT340208/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C4BFE1","Sea-97"
"MT340209/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C2BDDF","Sea-97"
"MT340210/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C2BDDF","Sea-97"
"MT340211/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#BEBADC","Sea-97"
"MT340212/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#BEB9DC","Sea-97"
"MT340213/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#BFBBDD","Sea-97"
"MT340214/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#BFBADD","Sea-97"
"MT340215/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#BDB8DB","Sea-97"
"MT340216/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C3BFE1","Sea-97"
"MT340217/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C0BCDE","Sea-97"
"MT340218/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C0BBDE","Sea-97"
"MT340219/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#BEB9DC","Sea-97"
"MT340220/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C2BEE0","Sea-97"
"MT340221/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#C3BEE0","Sea-97"
"MT340222/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#C0BBDD","Sea-97"
"MT340223/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#C2BEE0","Sea-97"
"MT340224/VNM/buffalo/2018/A","VNM","buffalo","2018","A","ASIA","#BDB9DB","Sea-97"
"MT340225/VNM/cattle/2018/A","VNM","cattle","2018","A","ASIA","#BCB8DB","Sea-97"
"MT602077/ETH/cattle/2018/A","ETH","cattle","2018","A","AFRICA","#827CA7",""
