GBAC,country,host,collection_date,serotype,Topotype,lineage,color,pool
LC729872/THA/pig/2016/O,THA,pig,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D663,Pool1
LC770123/IRQ/cattle/2023/SAT1,IRQ,cattle,2023,SAT1,VII-EAST-AFRICA-2-EA-2,,#BE8014,Pool3
LC771233/IRQ/water-buffalo/2023/A,IRQ,water-buffalo,2023,A,AFRICA,,#847EA9,Pool3
MF143572/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B3,Pool1
MF143573/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B3,Pool1
MF143574/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B3,Pool1
MF143575/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B4,Pool1
MF143576/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B4,Pool1
MF143577/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B4,Pool1
MF143578/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B4,Pool1
MF372125/IND/gayal/2016/Asia1,IND,gayal,2016,Asia1,ASIA,,#61B1A5,Pool2
MF372126/IND/gayal/1994/Asia1,IND,gayal,1994,Asia1,ASIA,,#5DAEA1,Pool2
MF461724/CHN/cattle/2017/O,CHN,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D562,Pool1
MF678823/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X,,#B87807,Pool5
MF678824/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X,,#B77705,Pool5
MF678825/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X,,#B67603,Pool5
MF678826/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X,,#B67602,Pool5
MF782478/BGD/cattle/2013/Asia1,BGD,cattle,2013,Asia1,ASIA,,#62B2A5,Pool2
MF947123/VNM/buffalo/2011/O,VNM,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B2,Pool1
MF947124/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B3,Pool1
MF947126/VNM/pig/2011/O,VNM,pig,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B2,Pool1
MF947127/VNM/buffalo/2012/O,VNM,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B5,Pool1
MF947128/VNM/cattle/2010/O,VNM,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B1,Pool1
MF947129/VNM/pig/2014/O,VNM,pig,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F6F6B2,Pool1
MF947131/VNM/pig/2013/O,VNM,pig,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F4F4AF,Pool1
MF947132/VNM/buffalo/2015/O,VNM,buffalo,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5AF,Pool1
MF947137/VNM/buffalo/2012/O,VNM,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B5,Pool1
MF947143/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F4F4AF,Pool1
MG334583/IRQ/cow/2009/A,IRQ,cow,2009,A,ASIA,Iran-05,#AEA9CE,Pool3
MG725872/NER/cow/2013/A,NER,cow,2013,A,AFRICA,,#8680AB,Pool5
MG725873/NER/cow/2015/A,NER,cow,2015,A,AFRICA,,#8781AB,Pool5
MG725874/NER/cow/2015/A,NER,cow,2015,A,AFRICA,,#8680AA,Pool5
MG725875/NER/cow/2015/A,NER,cow,2015,A,AFRICA,,#8882AC,Pool5
MG725876/NER/cow/2015/A,NER,cow,2015,A,AFRICA,,#8782AC,Pool5
MG923579/DZA/cattle/2017/A,DZA,cattle,2017,A,AFRICA,,#8781AB,Unknown
MG923580/DZA/cattle/2017/A,DZA,cattle,2017,A,AFRICA,,#8781AB,Unknown
MG983683/DZA/unknown/2014/O,DZA,unknown,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6E,Unknown
MG983684/BGD/cattle/2009/O,BGD,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D6D664,Pool2
MG983685/BHR/cattle/2015/O,BHR,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB70,Pool3
MG983686/BHR/cattle/2015/O,BHR,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC71,Pool3
MG983687/BTN/cattle/2009/O,BTN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D765,Pool2
MG983688/BTN/cattle/2009/O,BTN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D765,Pool2
MG983689/BTN/cattle/2012/O,BTN,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35B,Pool2
MG983690/BTN/cattle/2016/O,BTN,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB71,Pool2
MG983691/BTN/cattle/2016/O,BTN,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35D,Pool2
MG983692/IRN/cattle/2009/O,IRN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D765,Pool3
MG983693/LAO/unknown/2015/O,LAO,unknown,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD75,Pool1
MG983694/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D86A,Pool3/Pool4
MG983695/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96A,Pool3/Pool4
MG983696/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D869,Pool3/Pool4
MG983697/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D869,Pool3/Pool4
MG983698/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D460,Unknown
MG983699/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D560,Unknown
MG983700/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45F,Unknown
MG983701/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D560,Unknown
MG983702/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45F,Unknown
MG983703/MMR/cattle/2016/O,MMR,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45F,Pool1
MG983704/NPL/cattle/2008/O,NPL,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D664,Pool2
MG983705/NPL/cattle/2010/O,NPL,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D6D664,Pool2
MG983706/NPL/cattle/2010/O,NPL,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D6D665,Pool2
MG983707/NPL/water-buffalo/2012/O,NPL,water-buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35C,Pool2
MG983708/NPL/cattle/2012/O,NPL,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D767,Pool2
MG983709/NPL/cattle/2012/O,NPL,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D766,Pool2
MG983710/NPL/water-buffalo/2012/O,NPL,water-buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35C,Pool2
MG983711/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB70,Pool2
MG983712/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D766,Pool2
MG983713/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D766,Pool2
MG983714/NPL/pig/2013/O,NPL,pig,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE77,Pool2
MG983715/NPL/cattle/2014/O,NPL,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC71,Pool2
MG983716/NPL/cattle/2014/O,NPL,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC72,Pool2
MG983717/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D766,Pool2
MG983718/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45E,Pool2
MG983719/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D560,Pool2
MG983720/RUS/cattle/2016/O,RUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D562,Pool1/Pool3
MG983721/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D868,Pool3
MG983722/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D869,Pool3
MG983723/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D868,Pool3
MG983724/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D868,Pool3
MG983725/SAU/cattle/2014/O,SAU,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D867,Pool3
MG983726/SAU/cattle/2014/O,SAU,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D8D868,Pool3
MG983727/SAU/cattle/2015/O,SAU,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45E,Pool3
MG983728/SAU/cattle/2016/O,SAU,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45E,Pool3
MG983729/SAU/cattle/2016/O,SAU,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45F,Pool3
MG983730/KOR/cattle/2017/O,KOR,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D561,Pool1
MG983731/LKA/cattle/2013/O,LKA,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB71,Pool2
MG983732/LKA/cattle/2014/O,LKA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE77,Pool2
MG983733/LKA/cattle/2014/O,LKA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE76,Pool2
MG983734/LKA/water-buffalo/2014/O,LKA,water-buffalo,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE76,Pool2
MG983735/TUN/unknown/2014/O,TUN,unknown,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6D,Unknown
MG983736/ARE/gazelle/2014/O,ARE,gazelle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE77,Pool3
MG983737/ARE/gazelle/2014/O,ARE,gazelle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE77,Pool3
MG983738/ARE/cattle/2016/O,ARE,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35D,Pool3
MG983739/ARE/cattle/2016/O,ARE,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35D,Pool3
MG983740/VNM/cattle/2015/O,VNM,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD76,Pool1
MG983741/VNM/cattle/2016/O,VNM,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D663,Pool1
MH053305/EGY/cattle/1972/A,EGY,cattle,1972,A,AFRICA,,#837DA8,Pool3/Pool4
MH053306/TCD/cattle/1973/A,TCD,cattle,1973,A,AFRICA,,#847EA8,Pool4/Pool5
MH053307/ZMB/cattle/1990/A,ZMB,cattle,1990,A,AFRICA,,#817BA6,Pool6
MH053308/ETH/unknown/1971/C,ETH,unknown,1971,C,AFRICA,,#769E07,Pool4
MH053309/KEN/cattle/1967/C,KEN,cattle,1967,C,AFRICA,,#7BA30F,Pool4
MH053310/UGA/cattle/1970/C,UGA,cattle,1970,C,AFRICA,,#729900,Pool4
MH053311/ETH/cattle/2004/O,ETH,cattle,2004,O,EAST-AFRICA-3-EA-3,,#BCBC23,Pool4
MH053312/ETH/cattle/2005/O,ETH,cattle,2005,O,EAST-AFRICA-4-EA-4,,#BABA1D,Pool4
MH053313/ETH/cattle/2006/O,ETH,cattle,2006,O,EAST-AFRICA-3-EA-3,,#BBBB22,Pool4
MH053314/ETH/cattle/2007/O,ETH,cattle,2007,O,EAST-AFRICA-3-EA-3,,#BCBC22,Pool4
MH053315/SDN/unknown/1976/O,SDN,unknown,1976,O,WEST-AFRICA-WA,,#BBBB22,Pool4
MH053316/UGA/cattle/1996/O,UGA,cattle,1996,O,EAST-AFRICA-1-EA-1,,#B9B91C,Pool4
MH053317/UGA/unknown/1998/O,UGA,unknown,1998,O,EAST-AFRICA-4-EA-4,,#B9B91D,Pool4
MH053318/UGA/unknown/2002/O,UGA,unknown,2002,O,EAST-AFRICA-2-EA-2,,#BABA1F,Pool4
MH053320/KEN/cattle/1983/SAT1,KEN,cattle,1983,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CF9338,Pool4
MH053321/MOZ/cattle/1981/SAT1,MOZ,cattle,1981,SAT1,ASIA,,#C98C2B,Pool6
MH053322/NAM/african-buffalo/1989/SAT1,NAM,african-buffalo,1989,SAT1,III-WESTERN-ZIMBABWE-WZ,,#C48620,Pool6
MH053323/TCD/cattle/1972/SAT1,TCD,cattle,1972,SAT1,VI,,#BC7D0F,Pool4/Pool5
MH053324/UGA/cattle/1971/SAT1,UGA,cattle,1971,SAT1,VII-EAST-AFRICA-2-EA-2,,#BF8116,Pool4
MH053325/UGA/cattle/1978/SAT1,UGA,cattle,1978,SAT1,VII-EAST-AFRICA-2-EA-2,,#BE7F13,Pool4
MH053326/UGA/african-buffalo/1970/SAT1,UGA,african-buffalo,1970,SAT1,IV-EAST-AFRICA1-EA-1,,#C78925,Pool4
MH053328/BWA/african-buffalo/1968/SAT2,BWA,african-buffalo,1968,SAT2,III,,#DC552B,Pool6
MH053331/BWA/african-buffalo/1972/SAT2,BWA,african-buffalo,1972,SAT2,II,,#D94E21,Pool6
MH053332/BWA/african-buffalo/1974/SAT2,BWA,african-buffalo,1974,SAT2,II,,#DA4F23,Pool6
MH053333/ETH/cattle/1989/SAT2,ETH,cattle,1989,SAT2,IV,,#DE5931,Pool4
MH053334/ZMB/cattle/1964/SAT2,ZMB,cattle,1964,SAT2,III,,#DC5329,Pool6
MH053335/ZWE/cattle/1965/SAT2,ZWE,cattle,1965,SAT2,I,,#DB5227,Pool6
MH053338/BWA/cattle/1966/SAT3,BWA,cattle,1966,SAT3,II-WESTERN-ZIMBABWE-WZ,,#6598B9,Pool6
MH053343/ZWE/cattle/1934/SAT3,ZWE,cattle,1934,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,#6DA0C1,Pool6
MH053344/ZWE/cattle/1974/SAT3,ZWE,cattle,1974,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#8DBEE0,Pool6
MH053346/ZWE/cattle/1976/SAT3,ZWE,cattle,1976,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#9ACAEC,Pool6
MH053347/ZWE/cattle/1976/SAT3,ZWE,cattle,1976,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#7DAFD0,Pool6
MH053348/ZWE/cattle/1977/SAT3,ZWE,cattle,1977,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#91C2E4,Pool6
MH053350/ZWE/african-buffalo/1983/SAT3,ZWE,african-buffalo,1983,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#79ABCC,Pool6
MH053351/ZWE/cattle/1984/SAT3,ZWE,cattle,1984,SAT3,II-WESTERN-ZIMBABWE-WZ,,#598DAD,Pool6
MH053352/ZWE/african-buffalo/1990/SAT3,ZWE,african-buffalo,1990,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,#699CBD,Pool6
MH167962/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BABA1E,Pool4
MH167963/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB20,Pool4
MH167964/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB20,Pool4
MH167965/UGA/cow/2016/O,UGA,cow,2016,O,EAST-AFRICA-2-EA-2,,#BBBB20,Pool4
MH167966/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB21,Pool4
MH746921/USA/cow/2017/A,USA,cow,2017,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#918BB4,Unknown
MH784403/PAK/cattle/2016/O,PAK,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07C,Pool3
MH784404/PAK/water-buffalo/2017/O,PAK,water-buffalo,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07C,Pool3
MH784405/PAK/cattle/2017/O,PAK,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07C,Pool3
MH791293/UGA/cattle/2017/O,UGA,cattle,2017,O,EAST-AFRICA-4-EA-4,,#B9B91D,Pool4
MH845413/VNM/pig/2014/O,VNM,pig,2014,O,SOUTHEAST-ASIA-SEA,,#C2C232,Pool1
MH891503/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D5D561,Pool1
MK071699/BGD/cattle/2013/O,BGD,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35B,Pool2
MK940253/SAU/cattle/2017/A,SAU,cattle,2017,A,ASIA,,#A09BC2,Pool3
MN062579/IRN/cattle/2010/O,IRN,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17E,Pool3
MN062580/IRN/cattle/2010/O,IRN,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E282,Pool3
MN062582/PAK/buffalo/2009/O,PAK,buffalo,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E587,Pool3
MN062583/PAK/cattle/2009/O,PAK,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07B,Pool3
MN062585/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E3E383,Pool3
MN062586/AFG/cattle/2009/A,AFG,cattle,2009,A,ASIA,Iran-05,#ACA7CC,Pool3
MN062587/PAK/cattle/2009/A,PAK,cattle,2009,A,ASIA,Iran-05,#ACA7CC,Pool3
MN095354/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD74,Pool2
MN095355/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D7D767,Pool2
MN095356/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE78,Pool2
MN095357/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE78,Pool2
MN095358/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DFDF79,Pool2
MN095359/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DFDF79,Pool2
MN095360/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE78,Pool2
MN095361/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DFDF79,Pool2
MN095362/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DEDE78,Pool2
MN095363/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DFDF79,Pool2
MN095364/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC72,Pool2
MN095365/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC72,Pool2
MN095366/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DDDD74,Pool2
MN095367/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC73,Pool2
MN095368/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC73,Pool2
MN095369/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC73,Pool2
MN095370/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC72,Pool2
MN095371/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DCDC73,Pool2
MN103523/NER/cow/2014/SAT2,NER,cow,2014,SAT2,VII,,#D4410F,Pool5
MN116688/KEN/cow/2016/A,KEN,cow,2016,A,AFRICA,,#827CA6,Pool4
MN116689/KEN/cow/2014/SAT1,KEN,cow,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E9B16F,Pool4
MN116690/KEN/cow/2014/SAT1,KEN,cow,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E8AF6C,Pool4
MN116691/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CF9237,Pool4
MN116692/KEN/cow/2014/SAT2,KEN,cow,2014,SAT2,IV,,#E1613C,Pool4
MN116693/KEN/cow/2014/O,KEN,cow,2014,O,EAST-AFRICA-2-EA-2,,#BABA1E,Pool4
MN116694/KEN/cow/2016/O,KEN,cow,2016,O,EAST-AFRICA-2-EA-2,,#BABA1E,Pool4
MN250314/VNM/pig/2017/O/O,VNM,pig,2017,O,CATHAY,,#B8B81A,Pool1
MN250315/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY,,#B9B91B,Pool1
MN250316/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY,,#B9B91C,Pool1
MN250317/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY,,#B8B81A,Pool1
MN250318/VNM/pig/2019/O/O,VNM,pig,2019,O,CATHAY,,#B9B91B,Pool1
MN275118/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X,,#BB7C0D,Pool5
MN275119/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X,,#B97908,Pool5
MN275120/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X,,#BA7A0A,Pool5
MN275121/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X,,#BA7B0C,Pool5
MN366244/BGD/cattle/2018/Asia1,BGD,cattle,2018,Asia1,ASIA,,#60B1A4,Pool2
MN389541/CHN/pig/2010/O,CHN,pig,2010,O,SOUTHEAST-ASIA-SEA,,#C1C130,Pool1
MN442538/ZAF/african-buffalo/1991/SAT1,ZAF,african-buffalo,1991,SAT1,ASIA,,#CB8F30,Pool6
MN442539/ZAF/african-buffalo/1991/SAT1,ZAF,african-buffalo,1991,SAT1,ASIA,,#CA8D2C,Pool6
MN442540/ZAF/african-buffalo/1991/SAT1,ZAF,african-buffalo,1991,SAT1,ASIA,,#CB8E2E,Pool6
MN953619/PAK/cattle/2019/O,PAK,cattle,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45E,Pool3
MN953620/PAK/cattle/2019/O,PAK,cattle,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D4D45D,Pool3
MN983152/IND/cattle/1997/O,IND,cattle,1997,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001a,#D2D259,Pool2
MN983153/IND/cattle/2001/O,IND,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001b,#D2D25A,Pool2
MN983154/IND/cattle/2005/O,IND,cattle,2005,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001b,#D2D25A,Pool2
MN983155/IND/cattle/2008/O,IND,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001b,#D2D25A,Pool2
MN983156/IND/cattle/2008/O,IND,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D6D664,Pool2
MN983157/IND/cattle/2009/O,IND,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001c,#D2D25A,Pool2
MN983158/IND/cattle/2009/O,IND,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D2D25B,Pool2
MT018548/ISR/pig/2018/O,ISR,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E589,Pool3
MT018549/ISR/cattle/2018/O,ISR,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E588,Pool3
