Genbank accession,Year,Country,Host,Isolate,Strain,Serotype,Topotype,Lineage,pool,Reference Title,Isolation source
AY593832,2002,GBR,,O UK2001-FB,O UK2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593831,2002,GBR,,O UK2001-ED,O UK2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593830,1959,POL,,o7poland iso49,O7 Poland,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593829,1965,GBR,,o6pirbright iso58,O6,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593828,1962,IND,,o5india iso34,O5 India,O,SOUTHEAST-ASIA-SEA,,Pool2,Comparative genomics of foot-and-mouth disease virus,Not found
AY593827,1971,VEN,,o3venezuela iso15,O3 Venezuela,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593826,1947,ITA,,o2brescia iso17,O2 Brescia,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593825,1939,ARG,,o1valle iso64,O1 Valle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593824,2000,KOR,,o1skr iso85,O1SKR,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Comparative genomics of foot-and-mouth disease virus,Not found
AY593823,1969,TUR,,o1manisa iso87,O1 Manisa,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593821,1967,ARG,,o1caseros iso35,O1 Caseros,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593820,1964,ARG,,o1canefa iso59,O1 Canefa,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593818,1958,ARG,,o1campos iso96,O1 Campos,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593817,1973,BEL,,o1brugge iso79,O1 Brugge,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593814,1965,ARG,,o1argentina iso5,O1 Argentina,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593813,1962,IDN,,o11indonesia iso52,O11 Indonesia,O,INDONESIA-1-ISA-1-1,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593812,1958,PHL,,o10phil76 iso76,O10 Philippines,O,SOUTHEAST-ASIA-SEA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593811,1958,PHL,,o10phil54 iso54,O10 Philippines,O,SOUTHEAST-ASIA-SEA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593810,1970,GBR,,cwald iso32,C Waldman str.149,C,V-East-Africa-EA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593803,1979,BRA,,avenceslau iso70,A Venceslau,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593802,2001,URY,,A uruguay 2001 iso98,A Uruguay 2001,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593801,1968,URY,,A30 Uruguay/68 iso90,A30 Uruguay,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593800,1983,LBN,,asia1leb83 iso28,Asia1Leb83,Asia1,ASIA,,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593799,1983,LBN,,asia1leb4 iso4,Asia1Leb83,Asia1,ASIA,,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593798,1983,LBN,,asia1leb-89 iso89,Asia1Leb83,Asia1,ASIA,,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593796,1963,ISR,,asia1-2isrl3-63 iso6,Asia1-2,Asia1,ASIA,,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593795,1954,PAK,,asia1-1pak iso3,Asia1-1,Asia1,ASIA,,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593794,1985,COL,,asabana iso68,A Sabana,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593793,1975,PHL,,aphilippines iso50,A Philippines,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593792,1962,ITA,,aparma iso55,A8 Parma,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593791,1998,IRN,,airan iso105,A Iran,A,ASIA,Iran-96,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593790,2001,ARG,,a general lopez iso102,Aarg2001,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593789,1961,ARG,,acanefa iso48,A Canefa,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593788,1958,BRA,,abrazil iso67,A Brazil,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593786,2001,ARG,,aarg Trenquelauquen iso103,Aarg2001,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593785,2001,ARG,,aargp64 iso100,Aarg2001,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593784,2001,ARG,,aargp55 iso99,Aarg2001,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593783,2001,ARG,,aarg2001 iso93,Aarg2001,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593782,2000,ARG,,a argentina 2000 iso104,Aarg2000,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593781,1951,DEU,,a5westerwald iso73,A5 Westerwald,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593780,1960,FRA,,a5allier iso45,A5 Allier,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593779,1972,DEU,,a4wg iso72,A4 West Germany/72,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593776,1968,DEU,,a3mecklenburg iso81,A3 Mecklenburg,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593775,1970,VEN,,a32ven iso36,A32 Venezuela,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593774,1969,ESP,,a2spain iso7,A2 Spain,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593773,1969,PER,,a29peru iso37,A29 Peru,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593772,1972,TUR,,a28 Turkey iso44,A28 Turkey,A,ASIA,A22,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593771,1967,COL,,a27columbia iso78,A27 Colombia,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593770,1966,ARG,,a26arg iso74,A26 Argentina,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593769,1959,ARG,,a25 argentina iso38,A25 Argentina,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593768,1955,BRA,,a24cruzeiro iso71,A24 Cruzeiro,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593767,1965,ARG,,a24 argentina iso9,A24 Argentina,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593766,1965,KEN,,a23kenya iso8,A23 Kenya,A,?',,Pool4,Comparative genomics of foot-and-mouth disease virus,Not found
AY593765,1965,TUR,,a22turkey iso66,A22 Turkey,A,ASIA,A22,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593764,1970,IRQ,,a22iraq70 iso92,A22 Iraq,A,ASIA,A22,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593763,1964,IRQ,,a22iraq64 iso86,A22 Iraq,A,ASIA,A22,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593762,1964,IRQ,,a22iraq-95 iso95,A22 Iraq,A,ASIA,A22,Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593761,1964,KEN,,a21kenya iso77,A21 Kenya,A,AFRICA,,Pool4,Comparative genomics of foot-and-mouth disease virus,Not found
AY593760,1964,RUS,,a20ussr iso10,A20 USSR,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool1/Pool3,Comparative genomics of foot-and-mouth disease virus,Not found
AY593759,1971,DEU,,a1bayern iso41,A1 Bayern,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593758,1967,VEN,,a18zulia iso40,A18 Zulia,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593757,1967,BRA,,a17 Aguarulbos iso83,A17 Aguarulbos,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593756,1959,BRA,,a16belem iso80,A16 Belem,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593755,1960,THA,,a15thailand iso43,A15 Thailand,A,ASIA,,Pool1,Comparative genomics of foot-and-mouth disease virus,Not found
AY593754,1959,ESP,,a14 spain iso39,A14 Spain,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AY593753,1958,BRA,,a13brazil iso75,A13 Brazil,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Comparative genomics of foot-and-mouth disease virus,Not found
AY593751,1942,NLD,,a10holland iso82,A10 Holland,A,EUROPE-SOUTH-AMERICA-EURO-SA,,,Comparative genomics of foot-and-mouth disease virus,Not found
AF511039,1958,CHN,,,Akesu/58,O,CATHAY,,Pool1,The complete genome sequence of foot-and-mouth disease virus O/Akesu/58 strain and its some molecular characteristics,cattle epithelial blister
EF175732,1999,CHN,,WFL,,O,CATHAY,,Pool1,Construction of the genomic full-length cDNA of foot-and-mouth disease virus WFL strain,Not found
DQ404180,2001,GBR,pig,,UKG/11/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1
DQ404179,2001,GBR,pig,,UKG/126/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 4
DQ404178,2001,GBR,pig,,UKG/127/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 4
DQ404177,2001,GBR,pig,,UKG/128/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 4
DQ404176,2001,GBR,cow,,UKG/150/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 6
DQ404175,2001,GBR,cow,,UKG/173/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 7
DQ404174,2001,IRL,sheep,,UKG/438/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,Not found
DQ404173,2001,GBR,cow,,UKG/220/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 16
DQ404172,2001,GBR,cow,,UKG/621/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 38
DQ404171,2001,GBR,sheep,,UKG/4569/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1070
DQ404169,2001,GBR,sheep,,UKG/7038/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1404
DQ404170,2001,GBR,sheep,,UKG/7675/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1448
DQ404168,2001,GBR,cow,,UKG/9011/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1575
DQ404167,2001,GBR,sheep,,UKG/9327/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1597
DQ404166,2001,GBR,cow,,UKG/9788/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1654
DQ404165,2001,GBR,cow,,UKG/9964/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1692
DQ404164,2001,GBR,cow,,UKG/11676/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1757
DQ404163,2001,GBR,cow,,UKG/14339/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1945
DQ404162,2001,GBR,sheep,,UKG/14476/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1956
DQ404161,2001,GBR,cow,,UKG/14391/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1948
DQ404160,2001,GBR,cow,,UKG/14524/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1970
DQ404159,2001,GBR,cow,,UKG/14603/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 1976
DQ404158,2001,GBR,sheep,,UKG/15101/2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,Molecular epidemiology of the foot-and-mouth disease virus outbreak in the United Kingdom in 2001,infected premise number 2027
AY390432,2005,,,,YNBS/58,Asia1,ASIA,,,Foot-and-mouth disease virus Asia 1/YNBS/58 complete genome,cattle epithelial blister
AF026168,1997,TWN,,,Chu-Pei,O,CATHAY,,Pool1,Molecular epidemiological studies on foot-and-mouth disease type O Taiwan viruses from the 1997 epidemic,Not found
FJ623456,1999,KAZ,,,Talasskiy,A,ASIA,A22,Pool3,Direct Submission,Not found
AB079061,2000,JPN,,,O/JPN/2000,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,The complete nucleotide sequence of the PanAsia strain of foot-and-mouth disease virus isolated in Japan,isolated from probang samples of infected cattle
EF614458,2005,MNG,cattle,,Asia1/MOG/05,Asia1,ASIA,,Pool1,Evidence of recombination in a new isolate of foot-and-mouth disease virus serotype Asia 1,Not found
EU448370,1967,GBR,cow,O1/BFS 1860/UK/67 (MAH),,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Transmission pathways of foot-and-mouth disease virus in the United Kingdom in 2007,Not found
EU448369,1967,GBR,cow,O1/BFS 1860/UK/67 (IAH2),,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Transmission pathways of foot-and-mouth disease virus in the United Kingdom in 2007,Not found
EU448368,1967,GBR,cow,O1/BFS 1860/UK/67 (IAH1),,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Transmission pathways of foot-and-mouth disease virus in the United Kingdom in 2007,Not found
EF494486,2005,TUR,cattle,AIRN2005_WRL,,A,ASIA,Iran-05,Pool3,Genetic characterization of the newly occurred foot-and-mouth disease virus subtype A/IRN/2005 - with special emphasis on potential epidemiological qualities,Not found
EF149010,2005,CHN,,,Asia 1/HNK/CHA/05,Asia1,ASIA,,Pool1,Comparisons of the complete genomes of two Chinese isolates of a recent foot-and-mouth disease type Asia 1 virus,bovine vesicular tongue tissue lysate
EF149009,2005,CHN,,,Asia 1/Jiangsu/China/2005,Asia1,ASIA,,Pool1,Comparisons of the complete genomes of two Chinese isolates of a recent foot-and-mouth disease type Asia 1 virus,bovine vesicular tongue tissue lysate
X74812,1965,AZE,,,A22/550 Azerbaijan 65,C,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool3,,Not found
AJ539137,1999,TWN,,TAW/2/99 BOV,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,"Comparisons of the complete genomes of Asian, African and European isolates of a recent foot-and-mouth disease virus type O pandemic strain (PanAsia)",Not found
AJ539136,1999,TWN,,TAW/2/99 TC,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,"Comparisons of the complete genomes of Asian, African and European isolates of a recent foot-and-mouth disease virus type O pandemic strain (PanAsia)",Not found
AJ251473,1957,KEN,,,KEN/3/57,SAT2,IX,,Pool4,Phylogenetic comparison of the capsid-coding region of all seven foot-and-mouth disease virus serotypes,Not found
AJ633821,2001,FRA,,FRA/1/2001,PanAsia,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,,The nucleotide sequence of foot-and-mouth disease virus O/FRA/1/2001 and comparison with its British parental strain O/UKG/35/2001,bovine
AY317098,2002,HKG,,,HKN/2002,O,CATHAY,,Pool1,Genome comparison of a novel foot-and-mouth disease virus with other FMDV strains,Not found
OQ383267,1963,BRA,cow,FBR03432,,C,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7,Direct Submission,Tongue Epi Tissue
OQ383266,2002,GBR,,FBR02972,C1 GC,C,V-East-Africa-EA,,,Direct Submission,Cell supernatant
OQ383265,2000,NLD,cow,FBR02242,,C,EUROPE-SOUTH-AMERICA-EURO-SA,,,Direct Submission,Cell supernatant
OQ356339,1987,GBR,cow,FBR00674,,C,V-East-Africa-EA,,,Direct Submission,Tongue Epi Tissue
OM562602,2014,KEN,cow,,K29/Kenya/29Jan2014/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562601,2014,KEN,cow,,K14/Kenya/10Jan2014/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562600,2016,KEN,cow,,88/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562599,2016,KEN,cow,,87/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562598,2016,KEN,cow,,86/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562597,2016,KEN,cow,,83/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562596,2016,KEN,cow,,81/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562595,2016,KEN,cow,,80/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562593,2016,KEN,cow,,75/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562592,2016,KEN,cow,,74/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562591,2016,KEN,cow,,73/Kenya/13Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562590,2016,KEN,cow,,72/Kenya/13Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562589,2016,KEN,cow,,71/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562588,2016,KEN,cow,,69/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562587,2016,KEN,cow,,67/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562586,2016,KEN,cow,,65/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562585,2016,KEN,cow,,63/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562584,2016,KEN,cow,,62/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562583,2016,KEN,cow,,61/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562582,2016,KEN,cow,,61/Kenya/13Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562581,2016,KEN,cow,,60/Kenya/13Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562580,2016,KEN,cow,,59/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562578,2016,KEN,cow,,58/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562577,2016,KEN,cow,,56/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562576,2016,KEN,cow,,55/Kenya/12Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562575,2016,KEN,cow,,54/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562572,2016,KEN,cow,,50/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562571,2016,KEN,cow,,48/Kenya/12Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562570,2016,KEN,cow,,46/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562569,2016,KEN,cow,,43/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562568,2016,KEN,cow,,42/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562567,2016,KEN,cow,,41/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562566,2016,KEN,cow,,38/Kenya/12Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
