Position in JF749864/Unknown/Unknown/2003/SAT2, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
6487,0,3,0,2,0
6489,0,3,0,2,0
6491,0,3,0,2,0
6493,0,3,0,2,0
6495,0,3,0,2,0
6497,0,3,0,2,0
6499,0,3,0,2,0
6501,0,3,0,2,0
6503,0,3,0,2,0
6505,0,3,0,2,0
6507,0,3,0,2,0
6509,0,3,0,2,0
6511,0,3,0,2,0
6513,0,3,0,2,0
6515,0,3,0,2,0
6517,0,2,0,2,0
6519,0,3,0,2,0
6521,0,3,0,2,0
6523,0,3,0,2,0
6525,0,3,0,2,0
6527,0,3,0,2,0
6529,0,3,0,2,0
6531,0,3,0,2,0
6533,0,3,0,2,0
6535,0,3,0,2,0
6537,0,3,0,2,0
6539,0,3,0,2,0
6541,0,3,0,2,0
6543,0,3,0,2,0
6545,0,3,0,2,0
6547,0,3,0,2,0
6549,0,3,0,2,0
6551,0,3,0,2,0
6553,0,3,0,2,0
6555,0,3,0,2,0
6557,0,3,0,2,0
6559,0,3,0,2,0
6561,0,3,0,2,0
6563,0,3,0,2,0
6565,0,3,0,2,0
6567,0,3,0,2,0
6569,0,3,0,2,0
6571,0,3,0,2,0
6573,0,3,0,2,0
6575,0,3,0,2,0
6577,0,3,0,2,0
6579,0,3,0,2,0
6581,0,3,0,2,0
6583,0,3,0,2,0
6585,0,3,0,2,0
6587,0,3,0,2,0
6589,0,3,0,2,0
6591,0,3,0,2,0
6593,0,3,0,2,0
6595,0,3,0,2,0
6597,0,3,0,2,0
6599,0,3,0,2,0
6601,0,3,0,2,0
6603,0,3,0,2,0
6605,0,3,0,2,0
6607,0,3,0,2,0
6609,0,3,0,2,0
6611,0,3,0,2,0
6613,0,3,0,2,0
6615,0,3,0,2,0
6617,0,3,0,2,0
6619,0,3,0,2,0
6621,0,3,0,2,0
6623,0,3,0,2,0
6625,0,3,0,2,0
6627,0,3,0,2,0
6629,0,3,0,2,0
6631,0,3,0,2,0
6633,0,2,0,2,0
6635,0,2,0,2,0
6637,0,2,0,2,0
6639,0,2,0,2,0
6641,0,2,0,2,0
6643,0,2,0,2,0
6645,0,2,0,2,0
6647,0,2,0,2,0
6649,0,2,0,2,0
6651,0,2,0,2,0
6653,0,2,0,2,0
6655,0,2,0,2,0
6657,0,2,0,2,0
6659,0,2,0,2,0
6661,0,2,0,2,0
6663,0,2,0,2,0
6665,0,2,0,2,0
6667,0,2,0,2,0
6669,0,2,0,2,0
6671,0,2,0,1,0
6673,0,2,0,1,0
6675,0,2,0,1,0
6677,0,2,0,1,0
6679,0,2,0,1,0
6681,0,2,0,1,0
6683,0,2,0,1,0
6685,0,2,0,1,0
6687,0,2,0,1,0
6689,0,2,0,1,0
6691,0,2,0,1,0
6693,0,2,0,1,0
6695,0,2,0,1,0
6697,0,2,0,1,0
6699,0,2,0,1,0
6701,0,2,0,1,0
6703,0,2,0,1,0
6705,0,2,0,1,0
6707,0,2,0,1,0
6709,0,2,0,1,0
6711,0,2,0,1,0
6713,0,2,0,1,0
6715,0,2,0,1,0
6717,0,2,0,1,0
6719,0,2,0,1,0
6721,0,2,0,1,0
6723,0,2,0,1,0
6725,0,2,0,1,0
6727,0,2,0,1,0
6729,0,2,0,1,0
6731,0,2,0,1,0
6733,0,2,0,1,0
6735,0,2,0,1,0
6737,0,2,0,1,0
6739,0,2,0,1,0
6741,0,2,0,1,0
6743,0,2,0,1,0
6745,0,2,0,1,0
6747,0,2,0,1,0
6749,0,2,0,1,0
6751,0,2,0,1,0
6753,0,2,0,1,0
6755,0,2,0,1,0
6757,0,2,0,1,0
6759,0,2,0,1,0
6761,0,2,0,1,0
6763,0,2,0,1,0
6765,0,2,0,1,0
6767,0,2,0,1,0
6769,0,2,0,1,0
6771,0,2,0,1,0
6773,0,2,0,1,0
6775,0,2,0,1,0
6777,0,2,0,1,0
6779,0,2,0,1,0
6781,0,2,0,1,0
6783,0,2,0,1,0
6785,0,2,0,1,0
6787,0,2,0,1,0
6789,0,2,0,1,0
6791,0,1,0,1,0
6793,0,1,0,1,0
6795,0,1,0,1,0
6797,0,1,0,1,0
6799,0,1,0,1,0
6801,0,1,0,1,0
6803,0,1,0,1,0
6805,0,1,0,1,0
6807,0,1,0,1,0
6809,0,1,0,1,0
6811,0,1,0,1,0
6813,0,1,0,1,0
6815,0,1,0,1,0
6817,0,1,0,1,0
6819,0,1,0,1,0
6821,0,1,0,1,0
6823,0,1,0,1,0
6825,0,1,0,1,0
6827,0,1,0,1,0
6829,0,1,0,1,0
6831,0,1,0,1,0
6833,0,1,0,1,0
6835,0,1,0,1,0
6837,0,1,0,1,0
6839,0,1,0,1,0
6841,0,1,0,1,0
6843,0,1,0,1,0
6845,0,1,0,1,0
6847,0,1,0,1,0
6849,0,1,0,1,0
6851,0,1,0,1,0
6853,0,1,0,1,0
6855,0,1,0,1,0
6857,0,1,0,1,0
6859,0,1,0,1,0
6861,0,1,0,1,0
6863,0,1,0,1,0
6865,0,1,0,1,0
6867,0,1,0,1,0
6869,0,1,0,1,0
6871,0,1,0,1,0
6873,0,1,0,1,0
6875,0,1,0,1,0
6877,0,1,0,1,0
6879,0,1,0,0,0
6881,0,1,0,0,0
6883,0,1,0,0,0
6885,0,1,0,0,0
6887,0,1,0,0,0
6889,0,1,0,0,0
6891,0,1,0,0,0
6893,0,1,0,0,0
6895,0,1,0,0,0
6897,0,1,0,0,0
6899,0,1,0,0,0
6901,0,1,0,0,0
6903,0,1,0,0,0
6905,0,1,0,0,0
6907,0,1,0,0,0
6909,0,1,0,0,0
6911,0,1,0,0,0
6913,0,1,0,0,0
6915,0,1,0,0,0
6917,0,1,0,0,0
6919,0,1,0,0,0
6921,0,1,0,0,0
6923,0,1,0,0,0
6925,0,1,0,0,0
6927,0,1,0,0,0
6929,0,1,0,0,0
6931,0,1,0,0,0
6933,0,1,0,0,0
6935,0,1,0,0,0
6937,0,1,0,0,0
6939,0,1,0,0,0
6941,0,1,0,0,0
6943,0,1,0,0,0
6945,0,1,0,0,0
6947,0,1,0,0,0
6949,0,1,0,0,0
6951,0,1,0,0,0
6953,0,1,0,0,0
6955,0,1,0,0,0
6957,0,1,0,0,0
6959,0,1,0,0,0
6961,0,1,0,0,0
6963,0,1,0,0,0
6965,0,1,0,0,0
6967,0,1,0,0,0
6969,0,1,0,0,0
6971,0,1,0,0,0
6973,0,1,0,0,0
6975,0,1,0,0,0
6977,0,1,0,0,0
6979,0,1,0,0,0
6981,0,1,0,0,0
6983,0,1,0,0,0
6985,0,1,0,0,0
6987,0,1,0,0,0
6989,0,1,0,0,0
6991,0,1,0,0,0
6993,0,1,0,0,0
6995,0,1,0,0,0
6997,0,1,0,0,0
6999,0,1,0,0,0
7001,0,1,0,0,0
7003,0,1,0,0,0
7005,0,1,0,0,0
7007,0,1,0,0,0
