GenBankAccession,Country,Host,CollectionDate,Annotated serotype,Strain,Isolate,IsolationSource,Genotyped serotype,Topotype
MN953619,PAK,cattle,2019,O,Unknown,PAK/1/2019,Unknown,O,Unknown
MN389541,CHN,pig,2010,O,O/Mya98/JX/2010,Unknown,Unknown,O,Unknown
MK940253,SAU,cattle,2017,A,Unknown,Saudi Arabia/Alkharj1/2017,tongue tissue,A,Unknown
MN062587,PAK,cattle,2009,A,A/SIN/PAK/L693/2009,Unknown,Unknown,A,Unknown
MN062586,AFG,cattle,2009,A,A/BAD/AFG/L2813/2009,Unknown,Unknown,A,Unknown
MN062585,TUR,cattle,2010,O,O/TUR/1112/2010,Unknown,Unknown,O,Unknown
MN062584,PAK,cattle,2009,O,O/NWF/PAK/L1417/2009,Unknown,Unknown,O,Unknown
MN062583,PAK,cattle,2009,O,O/ISL/PAK/L1412/2009,Unknown,Unknown,O,Unknown
MN062582,PAK,buffalo,2009,O,O/PUN/PAK/L1370/2009,Unknown,Unknown,O,Unknown
MN062581,PAK,cattle,2008,O,O/PUN/PAK/L1358/2009,Unknown,Unknown,O,Unknown
MN062580,IRN,cattle,2010,O,O/KHO/IRN/L5/2010,Unknown,Unknown,O,Unknown
MN062579,IRN,cattle,2010,O,O/KHO/IRN/L1/2010,Unknown,Unknown,O,Unknown
MN062578,AFG,Unknown,Unknown,O,O/KAB/AFG/LI-709/2009,Unknown,Rescued from O/KAB/AFG/L2826/2009,O,Unknown
LC483874,THA,cow,2007,A,SEA-97,Unknown,Unknown,A,Unknown
MK088170,BGD,cattle,2016,O,Unknown,BAN/TA/Dh-301/2016,tongue epithelium,O,Unknown
MN250318,VNM,pig,2019,O/CATHAY,Unknown,O/VIT/19-005/2019,Unknown,O,O-CATHAY
MN250317,VNM,pig,2018,O/CATHAY,Unknown,O/VIT/18CD-1610.2/2018,Unknown,O,O-CATHAY
MN250316,VNM,pig,2018,O/CATHAY,Unknown,O/VIT/18-5490/2018,Unknown,O,O-CATHAY
MN250315,VNM,pig,2018,O/CATHAY,Unknown,O/VIT/18-3766/2018,Unknown,O,O-CATHAY
MN250314,VNM,pig,2017,O/CATHAY,Unknown,O/VIT/17-19073/2017,Unknown,O,O-CATHAY
MN275121,CMR,cow,2016,Unknown,Unknown,SAT1/CAR/2186/2016,Unknown,SAT1,Unknown
MN275120,CMR,cow,2016,Unknown,Unknown,SAT1/CAR/2101/2016,Unknown,SAT1,Unknown
MN275119,CMR,cow,2016,Unknown,Unknown,SAT1/CAR/171/2016,Unknown,SAT1,Unknown
MN275118,CMR,cow,2016,Unknown,Unknown,SAT1/CAR/154/2016,Unknown,SAT1,Unknown
MN116688,KEN,cow,2016,Unknown,KEN/K74/2016,Unknown,Unknown,A,Unknown
MN103523,NER,cow,2014,SAT2,Unknown,SAT2/NIG/1/14,epithelial,SAT2,Unknown
MN116694,KEN,cow,2016,Unknown,Unknown,O/KEN/K19/2016,Unknown,O,Unknown
MN116693,KEN,cow,2014,Unknown,Unknown,O/KEN/K60/2014,Unknown,O,Unknown
MN116692,KEN,cow,2014,Unknown,Unknown,SAT2/KEN/K137/2014,Unknown,SAT2,Unknown
MN116691,KEN,cow,2016,Unknown,Unknown,SAT1/KEN/K75/2016,Unknown,SAT1,Unknown
MN116690,KEN,cow,2014,Unknown,Unknown,SAT1/KEN/K29/2014,Unknown,SAT1,Unknown
MN116689,KEN,cow,2014,Unknown,Unknown,SAT1/KEN/K14/2014,Unknown,SAT1,Unknown
MN095371,IND,cattle,2014,Unknown,Unknown,O/IND/C12230/2014,Unknown,O,Unknown
MN095370,IND,cattle,2014,Unknown,Unknown,O/IND/C6684/2014,Unknown,O,Unknown
MN095369,IND,cattle,2014,Unknown,Unknown,O/IND/C6673/2014,Unknown,O,Unknown
MN095368,IND,cattle,2014,Unknown,Unknown,O/IND/C5660/2014,Unknown,O,Unknown
MN095367,IND,cattle,2014,Unknown,Unknown,O/IND/C5630/2014,Unknown,O,Unknown
MN095366,IND,cattle,2014,Unknown,Unknown,O/IND/C421/2014,Unknown,O,Unknown
MN095365,IND,cattle,2014,Unknown,Unknown,O/IND/32(73)/2014,Unknown,O,Unknown
MN095364,IND,cattle,2014,Unknown,Unknown,O/IND/32(69)/2014,Unknown,O,Unknown
MN095363,IND,cattle,2013,Unknown,Unknown,O/IND/MUK567/2013,Unknown,O,Unknown
MN095362,IND,cattle,2013,Unknown,Unknown,O/IND/MUK564/2013,Unknown,O,Unknown
MN095361,IND,cattle,2013,Unknown,Unknown,O/IND/MUK561/2013,Unknown,O,Unknown
MN095360,IND,cattle,2013,Unknown,Unknown,O/IND/MUK456/2013,Unknown,O,Unknown
MN095359,IND,cattle,2013,Unknown,Unknown,O/IND/MUK359/2013,Unknown,O,Unknown
MN095358,IND,cattle,2013,Unknown,Unknown,O/IND/MUK307/2013,Unknown,O,Unknown
MN095357,IND,cattle,2013,Unknown,Unknown,O/IND/349(740)/2013,Unknown,O,Unknown
MN095356,IND,cattle,2013,Unknown,Unknown,O/IND/349(735)/2013,Unknown,O,Unknown
MN095355,IND,cattle,2013,Unknown,Unknown,O/IND/424(891)/2013,Unknown,O,Unknown
MN095354,IND,cattle,2013,Unknown,Unknown,O/IND/394(826)/2013,Unknown,O,Unknown
NC_039210,GBR,Unknown,Unknown,O,O6,o6pirbright iso58,Unknown,O,Unknown
LC456873,GHA,cow,2018,O,O/GHA/Asu/12/2018,Unknown,Unknown,O,Unknown
LC456872,GHA,cow,2018,O,O/GHA/Asu/11/2018,Unknown,Unknown,O,Unknown
LC456871,GHA,cow,2018,O,O/GHA/Asu/10/2018,Unknown,Unknown,O,Unknown
LC456870,GHA,cow,2018,O,O/GHA/Asu/9/2018,Unknown,Unknown,O,Unknown
MK088171,BGD,cattle,2016,A,Unknown,BAN/CH/Sa-304/2016,tongue epithelium,A,Unknown
MK071699,BGD,cattle,2013,O,Unknown,BAN/BO/Na-161/2013,tongue epithelium,O,Unknown
LC438823,MMR,cow,2016,O,O/MYA/Yan/5/2016,Unknown,Unknown,O,Unknown
LC438822,MMR,cow,2016,O,O/MYA/Yan/3/2016,Unknown,Unknown,O,Unknown
MH845413,VNM,pig,2014,O,O/VN1/2014,Unknown,Unknown,O,Unknown
MF947143,VNM,cattle,2013,Unknown,Unknown,O/VIT/106131/2013,Unknown,O,Unknown
MF947142,VNM,cattle,2013,Unknown,Unknown,O/VIT/10895KV1/2013,Unknown,O,Unknown
MF947141,VNM,pig,2012,Unknown,Unknown,O/VIT/3910/2012,Unknown,O,Unknown
MF947140,VNM,cattle,2010,Unknown,Unknown,O/VIT/217/2010,Unknown,O,Unknown
MF947137,VNM,buffalo,2012,Unknown,Unknown,O/VIT/49/2012_pro,Unknown,O,Unknown
MF947132,VNM,buffalo,2015,Unknown,Unknown,O/VIT/16456/2015,Unknown,O,Unknown
MF947131,VNM,pig,2013,Unknown,Unknown,O/VIT/11965/2013,Unknown,O,Unknown
MF947130,VNM,cattle,2014,Unknown,Unknown,O/VIT/11381/2014,Unknown,O,Unknown
MF947129,VNM,pig,2014,Unknown,Unknown,O/VIT/10894/2014,Unknown,O,Unknown
MF947128,VNM,cattle,2010,Unknown,Unknown,O/VIT/7223/2010,Unknown,O,Unknown
MF947127,VNM,buffalo,2012,Unknown,Unknown,O/VIT/2012/Buff(V-BU1)/Phar(A),Unknown,O,Unknown
MF947126,VNM,pig,2011,Unknown,Unknown,O/VIT/1677/2011,Unknown,O,Unknown
MF947124,VNM,cattle,2012,Unknown,Unknown,O/VIT/30/2012,Unknown,O,Unknown
MF947123,VNM,buffalo,2011,Unknown,Unknown,O/VIT/20/2011,Unknown,O,Unknown
MH891503,VNM,cow,2017,Unknown,O/VIT/8338/2017,Unknown,Unknown,O,Unknown
MH784405,PAK,cattle,2017,O,Unknown,PAK/14/2017,Unknown,O,Unknown
MH784404,PAK,water-buffalo,2017,O,Unknown,PAK/4/2017,Unknown,O,Unknown
MH784403,PAK,cattle,2016,O,Unknown,PAK/10/2016,Unknown,O,Unknown
MG983741,VNM,cattle,2016,O,Unknown,VIT/20/2016,Unknown,O,Unknown
MG983740,VNM,cattle,2015,O,Unknown,VIT/8/2015,Unknown,O,Unknown
MG983739,ARE,cattle,2016,O,Unknown,UAE/3/2016,Unknown,O,Unknown
MG983738,ARE,cattle,2016,O,Unknown,UAE/1/2016,Unknown,O,Unknown
MG983737,ARE,gazelle,2014,O,Unknown,UAE/2/2014,Unknown,O,Unknown
MG983736,ARE,gazelle,2014,O,Unknown,UAE/1/2014,Unknown,O,Unknown
MG983735,TUN,unknown,2014,O,Unknown,TUN/1/2014,Unknown,O,Unknown
MG983734,LKA,water-buffalo,2014,O,Unknown,SRL/30/2014,Unknown,O,Unknown
MG983733,LKA,cattle,2014,O,Unknown,SRL/28/2014,Unknown,O,Unknown
MG983732,LKA,cattle,2014,O,Unknown,SRL/1/2014,Unknown,O,Unknown
MG983731,LKA,cattle,2013,O,Unknown,SRL/1/2013,Unknown,O,Unknown
MG983730,KOR,cattle,2017,O,Unknown,SKR/1/2017,Unknown,O,Unknown
MG983729,SAU,cattle,2016,O,Unknown,SAU/2/2016,Unknown,O,Unknown
MG983728,SAU,cattle,2016,O,Unknown,SAU/1/2016,Unknown,O,Unknown
MG983727,SAU,cattle,2015,O,Unknown,SAU/20/2015,Unknown,O,Unknown
MG983726,SAU,cattle,2014,O,Unknown,SAU/4/2014,Unknown,O,Unknown
MG983725,SAU,cattle,2014,O,Unknown,SAU/1/2014,Unknown,O,Unknown
MG983724,SAU,cattle,2013,O,Unknown,SAU/7/2013,Unknown,O,Unknown
MG983723,SAU,cattle,2013,O,Unknown,SAU/6/2013,Unknown,O,Unknown
MG983722,SAU,cattle,2013,O,Unknown,SAU/4/2013,Unknown,O,Unknown
MG983721,SAU,cattle,2013,O,Unknown,SAU/1/2013,Unknown,O,Unknown
MG983720,RUS,cattle,2016,O,Unknown,Zabaikalskiy/1/RUS/2016,Unknown,O,Unknown
MG983719,NPL,cattle,2015,O,Unknown,NEP/21/2015,Unknown,O,Unknown
MG983718,NPL,cattle,2015,O,Unknown,NEP/10/2015,Unknown,O,Unknown
MG983717,NPL,cattle,2015,O,Unknown,NEP/3/2015,Unknown,O,Unknown
MG983716,NPL,cattle,2014,O,Unknown,NEP/6/2014,Unknown,O,Unknown
MG983715,NPL,cattle,2014,O,Unknown,NEP/1/2014,Unknown,O,Unknown
MG983714,NPL,pig,2013,O,Unknown,NEP/18/2013,Unknown,O,Unknown
MG983713,NPL,cattle,2013,O,Unknown,NEP/17/2013,Unknown,O,Unknown
MG983712,NPL,cattle,2013,O,Unknown,NEP/16/2013,Unknown,O,Unknown
MG983711,NPL,cattle,2013,O,Unknown,NEP/6/2013,Unknown,O,Unknown
MG983710,NPL,water-buffalo,2012,O,Unknown,NEP/21/2012,Unknown,O,Unknown
MG983709,NPL,cattle,2012,O,Unknown,NEP/13/2012,Unknown,O,Unknown
MG983708,NPL,cattle,2012,O,Unknown,NEP/10/2012,Unknown,O,Unknown
MG983707,NPL,water-buffalo,2012,O,Unknown,NEP/6/2012,Unknown,O,Unknown
MG983706,NPL,cattle,2010,O,Unknown,NEP/9/2010,Unknown,O,Unknown
MG983705,NPL,cattle,2010,O,Unknown,NEP/7/2010,Unknown,O,Unknown
MG983704,NPL,cattle,2008,O,Unknown,NEP/5/2008,Unknown,O,Unknown
MG983703,MMR,cattle,2016,O,Unknown,MYA/3/2016,Unknown,O,Unknown
MG983702,MUS,cattle,2016,O,Unknown,MUR/23/2016,Unknown,O,Unknown
MG983701,MUS,cattle,2016,O,Unknown,MUR/21/2016,Unknown,O,Unknown
MG983700,MUS,cattle,2016,O,Unknown,MUR/19/2016,Unknown,O,Unknown
MG983699,MUS,cattle,2016,O,Unknown,MUR/9/2016,Unknown,O,Unknown
MG983698,MUS,cattle,2016,O,Unknown,MUR/5/2016,Unknown,O,Unknown
MG983697,LBY,cattle,2013,O,Unknown,LIB/22/2013,Unknown,O,Unknown
MG983696,LBY,cattle,2013,O,Unknown,LIB/17/2013,Unknown,O,Unknown
MG983695,LBY,cattle,2013,O,Unknown,LIB/7/2013,Unknown,O,Unknown
MG983694,LBY,cattle,2013,O,Unknown,LIB/1/2013,Unknown,O,Unknown
MG983693,LAO,unknown,2015,O,Unknown,LAO/2/2015,Unknown,O,Unknown
MG983692,IRN,cattle,2009,O,Unknown,IRN/72/2009,Unknown,O,Unknown
MG983691,BTN,cattle,2016,O,Unknown,BHU/9/2016,Unknown,O,Unknown
MG983690,BTN,cattle,2016,O,Unknown,BHU/3/2016,Unknown,O,Unknown
MG983689,BTN,cattle,2012,O,Unknown,BHU/12/2012,Unknown,O,Unknown
MG983688,BTN,cattle,2009,O,Unknown,BHU/40/2009,Unknown,O,Unknown
MG983687,BTN,cattle,2009,O,Unknown,BHU/2/2009,Unknown,O,Unknown
MG983686,BHR,cattle,2015,O,Unknown,BAR/15/2015,Unknown,O,Unknown
MG983685,BHR,cattle,2015,O,Unknown,BAR/2/2015,Unknown,O,Unknown
MG983684,BGD,cattle,2009,O,Unknown,BAN/1/2009,Unknown,O,Unknown
MG983683,DZA,unknown,2014,O,Unknown,ALG/1/2014,Unknown,O,Unknown
MG923580,DZA,cattle,2017,A,Unknown,A/ALG/3/2017,tongue epithelium,A,Unknown
MG923579,DZA,cattle,2017,A,Unknown,A/ALG/2/2017,tongue epithelium,A,Unknown
MG923578,DZA,cattle,2017,A,Unknown,A/ALG/1/2017,tongue epithelium,A,Unknown
MG913340,DZA,cattle,2017,A,Unknown,ALG/1/2017,Unknown,A,Unknown
MG372732,Unknown,Unknown,Unknown,C,Unknown,C1 OBERBAYERN,Unknown,C,Unknown
MG372731,Unknown,Unknown,Unknown,Asia 1,Unknown,TBD,Unknown,Asia1,Unknown
MG372730,KOR,Unknown,2000,O,Unknown,O1 S. Korea 2000,Unknown,O,Unknown
MG372729,Unknown,Unknown,Unknown,C,Unknown,C3 INDAIAL,Unknown,C,Unknown
MG372728,Unknown,Unknown,Unknown,O,Unknown,O PENGHU,Unknown,O,Unknown
MG372727,ZAF,Unknown,Unknown,SAT 3,Unknown,SAT 3/2 S. Africa,Unknown,SAT3,Unknown
MF372126,IND,gayal,1994,Asia1,Unknown,IND281/1994,Unknown,Asia1,Unknown
MF372125,IND,gayal,2016,Asia1,Unknown,IND4/2016,Unknown,Asia1,Unknown
MF461724,CHN,cattle,2017,Unknown,Unknown,O/XJ/CHA/2017,Unknown,O,Unknown
KY234502,CHN,pig,2015,O,O/GD/CHA/2015,Unknown,Unknown,O,Unknown
KY234501,CHN,cow,2011,O,O/CHA/7/2011,Unknown,Unknown,O,Unknown
MH053352,ZWE,african-buffalo,1990,SAT3,Unknown,ZIM/P27/90 (DSA-31),Unknown,SAT3,Unknown
MH053351,ZWE,cattle,1984,SAT3,Unknown,ZIM/2/84,Unknown,SAT3,Unknown
MH053350,ZWE,african-buffalo,1983,SAT3,Unknown,ZIM/P6/83 (WN-19),Unknown,SAT3,Unknown
MH053349,ZWE,african-buffalo,1983,SAT3,Unknown,ZIM/P6/83 (WN-16),Unknown,SAT3,Unknown
MH053348,ZWE,cattle,1977,SAT3,Unknown,RHO/11/77,Unknown,SAT3,Unknown
MH053347,ZWE,cattle,1976,SAT3,Unknown,RHO/23/76,Unknown,SAT3,Unknown
MH053346,ZWE,cattle,1976,SAT3,Unknown,RHO/16/76,Unknown,SAT3,Unknown
MH053345,ZWE,cattle,1975,SAT3,Unknown,RHO/5/75,Unknown,SAT3,Unknown
MH053344,ZWE,cattle,1974,SAT3,Unknown,RHO/7/74,Unknown,SAT3,Unknown
MH053343,ZWE,cattle,1934,SAT3,Unknown,RV/7/34,Unknown,SAT3,Unknown
MH053342,ZMB,african-buffalo,1996,SAT3,Unknown,ZAM/P2/96 (NAN-11),Unknown,SAT3,Unknown
MH053341,UGA,african-buffalo,1970,SAT3,Unknown,UGA-BUFF/27/70,Unknown,SAT3,Unknown
MH053340,MWI,cattle,1976,SAT3,Unknown,MAL/3/76,Unknown,SAT3,Unknown
MH053339,BWA,african-buffalo,1970,SAT3,Unknown,BOT-BUFF/13/70,Unknown,SAT3,Unknown
MH053338,BWA,cattle,1966,SAT3,Unknown,BOT/109/66,Unknown,SAT3,Unknown
MH053337,UGA,african-buffalo,1970,SAT2,Unknown,UGA-BUFF/24/70,Unknown,SAT2,Unknown
MH053336,UGA,african-buffalo,1970,SAT2,Unknown,UGA-BUFF/12/70,Unknown,SAT2,Unknown
MH053335,ZWE,cattle,1965,SAT2,Unknown,SRHO/1/65,Unknown,SAT2,Unknown
MH053334,ZMB,cattle,1964,SAT2,Unknown,NR/1/64,Unknown,SAT2,Unknown
MH053333,ETH,cattle,1989,SAT2,Unknown,ETH/1/90,Unknown,SAT2,Unknown
MH053332,BWA,african-buffalo,1974,SAT2,Unknown,BOT-BUFF/170/74,Unknown,SAT2,Unknown
MH053331,BWA,african-buffalo,1972,SAT2,Unknown,BOT-BUFF/107/72,Unknown,SAT2,Unknown
MH053330,BWA,african-buffalo,1969,SAT2,Unknown,BOT-BUFF/17/69,Unknown,SAT2,Unknown
MH053329,BWA,african-buffalo,1969,SAT2,Unknown,BOT-BUFF/2/69,Unknown,SAT2,Unknown
MH053328,BWA,african-buffalo,1968,SAT2,Unknown,BOT-BUFF/2/68,Unknown,SAT2,Unknown
MH053327,UGA,african-buffalo,1970,SAT1,Unknown,UGA-BUFF/21/70,Unknown,SAT1,Unknown
MH053326,UGA,african-buffalo,1970,SAT1,Unknown,UGA-BUFF/10/70,Unknown,SAT1,Unknown
MH053325,UGA,cattle,1978,SAT1,Unknown,UGA/6/78,Unknown,SAT1,Unknown
MH053324,UGA,cattle,1971,SAT1,Unknown,UGA/47/71,Unknown,SAT1,Unknown
MH053323,TCD,cattle,1972,SAT1,Unknown,TCH/1/72,Unknown,SAT1,Unknown
MH053322,NAM,african-buffalo,1989,SAT1,Unknown,SWA/2/89,Unknown,SAT1,Unknown
MH053321,MOZ,cattle,1981,SAT1,Unknown,MOZ/5/81,Unknown,SAT1,Unknown
MH053320,KEN,cattle,1983,SAT1,Unknown,K303/83,Unknown,SAT1,Unknown
MH053319,BWA,african-buffalo,1974,SAT1,Unknown,BOT-BUFF/62/74,Unknown,SAT1,Unknown
MH053318,UGA,unknown,2002,O,Unknown,UGA/3/2002,Unknown,O,Unknown
MH053317,UGA,unknown,1998,O,Unknown,UGA/17/98,Unknown,O,Unknown
MH053316,UGA,cattle,1996,O,Unknown,UGA/5/96,Unknown,O,Unknown
MH053315,SDN,unknown,1976,O,Unknown,SUD/1/76,Unknown,O,Unknown
MH053314,ETH,cattle,2007,O,Unknown,ETH/1/2007,Unknown,O,Unknown
MH053313,ETH,cattle,2006,O,Unknown,ETH/2/2006,Unknown,O,Unknown
MH053312,ETH,cattle,2005,O,Unknown,ETH/58/2005,Unknown,O,Unknown
MH053311,ETH,cattle,2004,O,Unknown,ETH/3/2004,Unknown,O,Unknown
MH053310,UGA,cattle,1970,C,Unknown,UGA/18/70,Unknown,C,Unknown
MH053309,KEN,cattle,1967,C,Unknown,KEN/32/70 (K267/67),Unknown,C,Unknown
MH053308,ETH,unknown,1971,C,Unknown,ETH/1/71,Unknown,C,Unknown
MH053307,ZMB,cattle,1990,A,Unknown,Zambia/90,Unknown,A,Unknown
MH053306,TCD,cattle,1973,A,Unknown,TCH/2/73,Unknown,A,Unknown
MH053305,EGY,cattle,1972,A,Unknown,EGY/1/72,Unknown,A,Unknown
MG725876,NER,cow,2015,A,Unknown,A/NIG/6/15,tongue epithelium,A,Unknown
MG725875,NER,cow,2015,A,Unknown,A/NIG/5/15,tongue epithelium,A,Unknown
MG725874,NER,cow,2015,A,Unknown,A/NIG/3/15,tongue epithelium,A,Unknown
MG725873,NER,cow,2015,A,Unknown,A/NIG/1/15,tongue epithelium,A,Unknown
MG725872,NER,cow,2013,A,Unknown,A/NIG/1/13,tongue epithelium,A,Unknown
LC320038,MNG,cow,2015,O,O/MOG/BU/2-7/2015,Unknown,Unknown,O,Unknown
MF782478,BGD,cattle,2013,Asia 1,Unknown,BAN/TA/Ma-167/2013,tongue epithelium,Asia1,Unknown
MF678826,NER,cow,2015,SAT1,Unknown,SAT1/NIG/4/15,Unknown,SAT1,Unknown
MF678825,NER,cow,2015,SAT1,Unknown,SAT1/NIG/3/15,Unknown,SAT1,Unknown
MF678824,NER,cow,2015,SAT1,Unknown,SAT1/NIG/2/15,Unknown,SAT1,Unknown
MF678823,NER,cow,2015,SAT1,Unknown,SAT1/NIG/1/15,Unknown,SAT1,Unknown
KY404935,ARG,Unknown,Unknown,A,A/Arg/01,A01NL,Unknown,A,Unknown
KY404934,ARG,Unknown,Unknown,A,A/Arg/01,A01L,Unknown,A,Unknown
MF143578,VNM,cattle,2013,Unknown,Unknown,O/VIT/433/2013_pro,Unknown,O,Unknown
MF143577,VNM,cattle,2013,Unknown,Unknown,O/VIT/431/2013_pro,Unknown,O,Unknown
MF143576,VNM,cattle,2013,Unknown,Unknown,O/VIT/428/2013_pro,Unknown,O,Unknown
MF143575,VNM,cattle,2012,Unknown,Unknown,O/VIT/414/2012_pro,Unknown,O,Unknown
MF143574,VNM,cattle,2012,Unknown,Unknown,O/VIT/407/2012_pro,Unknown,O,Unknown
MF143573,VNM,cattle,2012,Unknown,Unknown,O/VIT/383/2012_pro,Unknown,O,Unknown
MF143572,VNM,cattle,2012,Unknown,Unknown,O/VIT/366/2012_pro,Unknown,O,Unknown
KX534089,KOR,pig,2016,O,O/SKR/GJ/2016,Unknown,Unknown,O,Unknown
KY825724,ZWE,Unknown,1991,SAT2,Unknown,SAT2/ZIM/11/91,Unknown,SAT2,Unknown
KY825723,MNG,Unknown,2010,O,Unknown,O/MOG/7/2010,Unknown,O,Unknown
KY825722,CHE,Unknown,1965,C,Unknown,C1/Noville/SWI/65,Unknown,C,Unknown
KY825721,HKG,Unknown,2005,Asia1,Unknown,Asia1/HKN/5/2005,Unknown,Asia1,Unknown
KY825720,EGY,Unknown,2014,SAT2,Unknown,SAT2/EGY/24/2014,Unknown,SAT2,Unknown
KY825719,TUR,Unknown,1969,O,Unknown,O1/Manisa/TUR/69,Unknown,O,Unknown
KY825718,ISR,Unknown,1989,Asia1,Unknown,Asia1/Shamir/ISR/89,Unknown,Asia1,Unknown
KY825717,IRQ,Unknown,1964,A,Unknown,A22/IRQ/24/64,Unknown,A,Unknown
KY072818,CHN,cattle,1959,O,Unknown,YNTBa,Unknown,O,Unknown
LC149720,JPN,pig,2010,O,O/JPN/2010-362/3,Unknown,Unknown,O,Unknown
LC149719,JPN,cow,2010,O,O/JPN/2010-354/3,Unknown,Unknown,O,Unknown
LC149718,JPN,cow,2010,O,O/JPN/2010-351/1S,Unknown,Unknown,O,Unknown
LC149717,JPN,cow,2010,O,O/JPN/2010-324/3,Unknown,Unknown,O,Unknown
LC149716,JPN,cow,2010,O,O/JPN/2010-290/1S,Unknown,Unknown,O,Unknown
LC149715,JPN,cow,2010,O,O/JPN/2010-253/2S,Unknown,Unknown,O,Unknown
LC149714,JPN,cow,2010,O,O/JPN/2010-247/3S,Unknown,Unknown,O,Unknown
LC149713,JPN,cow,2010,O,O/JPN/2010-244/3S,Unknown,Unknown,O,Unknown
LC149712,JPN,cow,2010,O,O/JPN/2010-216/3S,Unknown,Unknown,O,Unknown
LC149711,JPN,cow,2010,O,O/JPN/2010-202/3S,Unknown,Unknown,O,Unknown
LC149710,JPN,cow,2010,O,O/JPN/2010-201/1S,Unknown,Unknown,O,Unknown
LC149709,JPN,cow,2010,O,O/JPN/2010-200/3S,Unknown,Unknown,O,Unknown
LC149708,JPN,cow,2010,O,O/JPN/2010-199/3S,Unknown,Unknown,O,Unknown
LC149707,JPN,cow,2010,O,O/JPN/2010-198/2S,Unknown,Unknown,O,Unknown
LC149706,JPN,cow,2010,O,O/JPN/2010-196/3S,Unknown,Unknown,O,Unknown
LC149705,JPN,cow,2010,O,O/JPN/2010-195/3S,Unknown,Unknown,O,Unknown
LC149704,JPN,cow,2010,O,O/JPN/2010-194/3S,Unknown,Unknown,O,Unknown
LC149703,JPN,cow,2010,O,O/JPN/2010-188/2S,Unknown,Unknown,O,Unknown
LC149702,JPN,pig,2010,O,O/JPN/2010-180/3S,Unknown,Unknown,O,Unknown
LC149701,JPN,pig,2010,O,O/JPN/2010-174/1S,Unknown,Unknown,O,Unknown
LC149700,JPN,cow,2010,O,O/JPN/2010-173/3S,Unknown,Unknown,O,Unknown
LC149699,JPN,cow,2010,O,O/JPN/2010-172/1S,Unknown,Unknown,O,Unknown
LC149698,JPN,cow,2010,O,O/JPN/2010-171/2S,Unknown,Unknown,O,Unknown
LC149697,JPN,pig,2010,O,O/JPN/2010-169/1S,Unknown,Unknown,O,Unknown
LC149696,JPN,cow,2010,O,O/JPN/2010-168/3S,Unknown,Unknown,O,Unknown
LC149695,JPN,cow,2010,O,O/JPN/2010-165/2S,Unknown,Unknown,O,Unknown
LC149694,JPN,cow,2010,O,O/JPN/2010-163/3S,Unknown,Unknown,O,Unknown
LC149693,JPN,cow,2010,O,O/JPN/2010-159/3S,Unknown,Unknown,O,Unknown
LC149692,JPN,pig,2010,O,O/JPN/2010-157/3S,Unknown,Unknown,O,Unknown
LC149691,JPN,pig,2010,O,O/JPN/2010-152/2S,Unknown,Unknown,O,Unknown
LC149690,JPN,pig,2010,O,O/JPN/2010-151/1S,Unknown,Unknown,O,Unknown
LC149689,JPN,cow,2010,O,O/JPN/2010-148/3S,Unknown,Unknown,O,Unknown
LC149688,JPN,pig,2010,O,O/JPN/2010-146/3S,Unknown,Unknown,O,Unknown
LC149687,JPN,cow,2010,O,O/JPN/2010-145/5S,Unknown,Unknown,O,Unknown
LC149686,JPN,cow,2010,O,O/JPN/2010-144/2S,Unknown,Unknown,O,Unknown
LC149685,JPN,cow,2010,O,O/JPN/2010-142/1S,Unknown,Unknown,O,Unknown
LC149684,JPN,pig,2010,O,O/JPN/2010-141/3S,Unknown,Unknown,O,Unknown
LC149683,JPN,cow,2010,O,O/JPN/2010-140/1S,Unknown,Unknown,O,Unknown
LC149682,JPN,cow,2010,O,O/JPN/2010-138/3S,Unknown,Unknown,O,Unknown
LC149681,JPN,cow,2010,O,O/JPN/2010-137/3S,Unknown,Unknown,O,Unknown
LC149680,JPN,cow,2010,O,O/JPN/2010-135/1S,Unknown,Unknown,O,Unknown
LC149679,JPN,pig,2010,O,O/JPN/2010-134/2S,Unknown,Unknown,O,Unknown
LC149678,JPN,cow,2010,O,O/JPN/2010-133/5S,Unknown,Unknown,O,Unknown
LC149677,JPN,cow,2010,O,O/JPN/2010-129/2S,Unknown,Unknown,O,Unknown
LC149676,JPN,pig,2010,O,O/JPN/2010-128/3S,Unknown,Unknown,O,Unknown
LC149675,JPN,cow,2010,O,O/JPN/2010-127/1S,Unknown,Unknown,O,Unknown
LC149674,JPN,cow,2010,O,O/JPN/2010-126/3S,Unknown,Unknown,O,Unknown
LC149673,JPN,cow,2010,O,O/JPN/2010-125/1S,Unknown,Unknown,O,Unknown
LC149672,JPN,cow,2010,O,O/JPN/2010-124/5S,Unknown,Unknown,O,Unknown
LC149671,JPN,cow,2010,O,O/JPN/2010-123/3S,Unknown,Unknown,O,Unknown
LC149670,JPN,cow,2010,O,O/JPN/2010-122/4S,Unknown,Unknown,O,Unknown
LC149669,JPN,cow,2010,O,O/JPN/2010-121/3S,Unknown,Unknown,O,Unknown
LC149668,JPN,cow,2010,O,O/JPN/2010-118/1S,Unknown,Unknown,O,Unknown
LC149667,JPN,cow,2010,O,O/JPN/2010-115/2S,Unknown,Unknown,O,Unknown
LC149666,JPN,cow,2010,O,O/JPN/2010-113/2S,Unknown,Unknown,O,Unknown
