Genbank accession;Year;Country;Host;Isolate;Strain;Serotype;Topotype;Lineage;
MF143572;2012;VNM;cattle;O/VIT/366/2012_pro;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;;
KX534089;2016;KOR;pig;;O/SKR/GJ/2016;O;SOUTHEAST-ASIA-SEA;;
KY072818;1959;CHN;cattle;YNTBa;;O;CATHAY;;
LC149720;2010;JPN;pig;;O/JPN/2010-362/3;O;SOUTHEAST-ASIA-SEA;;
LC149719;2010;JPN;cow;;O/JPN/2010-354/3;O;SOUTHEAST-ASIA-SEA;;
LC149718;2010;JPN;cow;;O/JPN/2010-351/1S;O;SOUTHEAST-ASIA-SEA;;
LC149717;2010;JPN;cow;;O/JPN/2010-324/3;O;SOUTHEAST-ASIA-SEA;;
LC149716;2010;JPN;cow;;O/JPN/2010-290/1S;O;SOUTHEAST-ASIA-SEA;;
LC149713;2010;JPN;cow;;O/JPN/2010-244/3S;O;SOUTHEAST-ASIA-SEA;;
LC149712;2010;JPN;cow;;O/JPN/2010-216/3S;O;SOUTHEAST-ASIA-SEA;;
LC149711;2010;JPN;cow;;O/JPN/2010-202/3S;O;SOUTHEAST-ASIA-SEA;;
LC149710;2010;JPN;cow;;O/JPN/2010-201/1S;O;SOUTHEAST-ASIA-SEA;;
LC149709;2010;JPN;cow;;O/JPN/2010-200/3S;O;SOUTHEAST-ASIA-SEA;;
LC149708;2010;JPN;cow;;O/JPN/2010-199/3S;O;SOUTHEAST-ASIA-SEA;;
LC149707;2010;JPN;cow;;O/JPN/2010-198/2S;O;SOUTHEAST-ASIA-SEA;;
LC149706;2010;JPN;cow;;O/JPN/2010-196/3S;O;SOUTHEAST-ASIA-SEA;;
LC149705;2010;JPN;cow;;O/JPN/2010-195/3S;O;SOUTHEAST-ASIA-SEA;;
LC149704;2010;JPN;cow;;O/JPN/2010-194/3S;O;SOUTHEAST-ASIA-SEA;;
LC149702;2010;JPN;pig;;O/JPN/2010-180/3S;O;SOUTHEAST-ASIA-SEA;;
LC149700;2010;JPN;cow;;O/JPN/2010-173/3S;O;SOUTHEAST-ASIA-SEA;;
LC149699;2010;JPN;cow;;O/JPN/2010-172/1S;O;SOUTHEAST-ASIA-SEA;;
LC149698;2010;JPN;cow;;O/JPN/2010-171/2S;O;SOUTHEAST-ASIA-SEA;;
LC149697;2010;JPN;pig;;O/JPN/2010-169/1S;O;SOUTHEAST-ASIA-SEA;;
LC149696;2010;JPN;cow;;O/JPN/2010-168/3S;O;SOUTHEAST-ASIA-SEA;;
LC149695;2010;JPN;cow;;O/JPN/2010-165/2S;O;SOUTHEAST-ASIA-SEA;;
LC149694;2010;JPN;cow;;O/JPN/2010-163/3S;O;SOUTHEAST-ASIA-SEA;;
LC149693;2010;JPN;cow;;O/JPN/2010-159/3S;O;SOUTHEAST-ASIA-SEA;;
LC149692;2010;JPN;pig;;O/JPN/2010-157/3S;O;SOUTHEAST-ASIA-SEA;;
LC149690;2010;JPN;pig;;O/JPN/2010-151/1S;O;SOUTHEAST-ASIA-SEA;;
LC149689;2010;JPN;cow;;O/JPN/2010-148/3S;O;SOUTHEAST-ASIA-SEA;;
LC149688;2010;JPN;pig;;O/JPN/2010-146/3S;O;SOUTHEAST-ASIA-SEA;;
LC149687;2010;JPN;cow;;O/JPN/2010-145/5S;O;SOUTHEAST-ASIA-SEA;;
LC149686;2010;JPN;cow;;O/JPN/2010-144/2S;O;SOUTHEAST-ASIA-SEA;;
LC149685;2010;JPN;cow;;O/JPN/2010-142/1S;O;SOUTHEAST-ASIA-SEA;;
LC149684;2010;JPN;pig;;O/JPN/2010-141/3S;O;SOUTHEAST-ASIA-SEA;;
LC149683;2010;JPN;cow;;O/JPN/2010-140/1S;O;SOUTHEAST-ASIA-SEA;;
LC149682;2010;JPN;cow;;O/JPN/2010-138/3S;O;SOUTHEAST-ASIA-SEA;;
LC149681;2010;JPN;cow;;O/JPN/2010-137/3S;O;SOUTHEAST-ASIA-SEA;;
LC149680;2010;JPN;cow;;O/JPN/2010-135/1S;O;SOUTHEAST-ASIA-SEA;;
LC149679;2010;JPN;pig;;O/JPN/2010-134/2S;O;SOUTHEAST-ASIA-SEA;;
LC149677;2010;JPN;cow;;O/JPN/2010-129/2S;O;SOUTHEAST-ASIA-SEA;;
LC149676;2010;JPN;pig;;O/JPN/2010-128/3S;O;SOUTHEAST-ASIA-SEA;;
LC149675;2010;JPN;cow;;O/JPN/2010-127/1S;O;SOUTHEAST-ASIA-SEA;;
LC149674;2010;JPN;cow;;O/JPN/2010-126/3S;O;SOUTHEAST-ASIA-SEA;;
LC149673;2010;JPN;cow;;O/JPN/2010-125/1S;O;SOUTHEAST-ASIA-SEA;;
LC149672;2010;JPN;cow;;O/JPN/2010-124/5S;O;SOUTHEAST-ASIA-SEA;;
LC149671;2010;JPN;cow;;O/JPN/2010-123/3S;O;SOUTHEAST-ASIA-SEA;;
LC149670;2010;JPN;cow;;O/JPN/2010-122/4S;O;SOUTHEAST-ASIA-SEA;;
LC149669;2010;JPN;cow;;O/JPN/2010-121/3S;O;SOUTHEAST-ASIA-SEA;;
LC149668;2010;JPN;cow;;O/JPN/2010-118/1S;O;SOUTHEAST-ASIA-SEA;;
LC149667;2010;JPN;cow;;O/JPN/2010-115/2S;O;SOUTHEAST-ASIA-SEA;;
LC149666;2010;JPN;cow;;O/JPN/2010-113/2S;O;SOUTHEAST-ASIA-SEA;;
LC149665;2010;JPN;cow;;O/JPN/2010-111/2S;O;SOUTHEAST-ASIA-SEA;;
LC149664;2010;JPN;cow;;O/JPN/2010-110/5S;O;SOUTHEAST-ASIA-SEA;;
LC149663;2010;JPN;cow;;O/JPN/2010-108/5S;O;SOUTHEAST-ASIA-SEA;;
LC149661;2010;JPN;cow;;O/JPN/2010-106/4S;O;SOUTHEAST-ASIA-SEA;;
LC149660;2010;JPN;cow;;O/JPN/2010-105/2S;O;SOUTHEAST-ASIA-SEA;;
LC149659;2010;JPN;cow;;O/JPN/2010-104/2S;O;SOUTHEAST-ASIA-SEA;;
LC149658;2010;JPN;pig;;O/JPN/2010-103/1S;O;SOUTHEAST-ASIA-SEA;;
LC149657;2010;JPN;pig;;O/JPN/2010-102/2S;O;SOUTHEAST-ASIA-SEA;;
LC149656;2010;JPN;cow;;O/JPN/2010-100/5S;O;SOUTHEAST-ASIA-SEA;;
LC149655;2010;JPN;cow;;O/JPN/2010-98/1S;O;SOUTHEAST-ASIA-SEA;;
LC149654;2010;JPN;cow;;O/JPN/2010-94/5S;O;SOUTHEAST-ASIA-SEA;;
LC149653;2010;JPN;pig;;O/JPN/2010-93/2S;O;SOUTHEAST-ASIA-SEA;;
LC149652;2010;JPN;pig;;O/JPN/2010-92/3S;O;SOUTHEAST-ASIA-SEA;;
LC149651;2010;JPN;cow;;O/JPN/2010-90/5S;O;SOUTHEAST-ASIA-SEA;;
LC149650;2010;JPN;cow;;O/JPN/2010-88/5S;O;SOUTHEAST-ASIA-SEA;;
LC149649;2010;JPN;pig;;O/JPN/2010-87/1S;O;SOUTHEAST-ASIA-SEA;;
LC149648;2010;JPN;cow;;O/JPN/2010-86/1S;O;SOUTHEAST-ASIA-SEA;;
LC149647;2010;JPN;cow;;O/JPN/2010-85/1S;O;SOUTHEAST-ASIA-SEA;;
LC149646;2010;JPN;pig;;O/JPN/2010-84/1S;O;SOUTHEAST-ASIA-SEA;;
LC149645;2010;JPN;cow;;O/JPN/2010-83/2S;O;SOUTHEAST-ASIA-SEA;;
LC149644;2010;JPN;cow;;O/JPN/2010-82/1S;O;SOUTHEAST-ASIA-SEA;;
LC149643;2010;JPN;pig;;O/JPN/2010-72/3S;O;SOUTHEAST-ASIA-SEA;;
LC149642;2010;JPN;cow;;O/JPN/2010-68/3S;O;SOUTHEAST-ASIA-SEA;;
LC149641;2010;JPN;pig;;O/JPN/2010-65/3S;O;SOUTHEAST-ASIA-SEA;;
LC149640;2010;JPN;cow;;O/JPN/2010-61/1S;O;SOUTHEAST-ASIA-SEA;;
LC149639;2010;JPN;pig;;O/JPN/2010-55/1S;O;SOUTHEAST-ASIA-SEA;;
LC149638;2010;JPN;cow;;O/JPN/2010-50/1S;O;SOUTHEAST-ASIA-SEA;;
LC149637;2010;JPN;pig;;O/JPN/2010-47/3S;O;SOUTHEAST-ASIA-SEA;;
LC149636;2010;JPN;cow;;O/JPN/2010-46/3S;O;SOUTHEAST-ASIA-SEA;;
LC149634;2010;JPN;pig;;O/JPN/2010-29/4S;O;SOUTHEAST-ASIA-SEA;;
LC149633;2010;JPN;pig;;O/JPN/2010-28/2S;O;SOUTHEAST-ASIA-SEA;;
LC149632;2010;JPN;pig;;O/JPN/2010-27/3S;O;SOUTHEAST-ASIA-SEA;;
LC149631;2010;JPN;cow;;O/JPN/2010-23/2S;O;SOUTHEAST-ASIA-SEA;;
LC149629;2010;JPN;cow;;O/JPN/2010-21/3S;O;SOUTHEAST-ASIA-SEA;;
LC149628;2010;JPN;pig;;O/JPN/2010-18/3S;O;SOUTHEAST-ASIA-SEA;;
LC149627;2010;JPN;pig;;O/JPN/2010-17/593F;O;SOUTHEAST-ASIA-SEA;;
LC149626;2010;JPN;cow;;O/JPN/2010-15/1S;O;SOUTHEAST-ASIA-SEA;;
LC149625;2010;JPN;cow;;O/JPN/2010-11/4S;O;SOUTHEAST-ASIA-SEA;;
LC149624;2010;JPN;pig;;O/JPN/2010-10/396V;O;SOUTHEAST-ASIA-SEA;;
LC149623;2010;JPN;cow;;O/JPN/2010-9/1S;O;SOUTHEAST-ASIA-SEA;;
LC149622;2010;JPN;cow;;O/JPN/2010-8/1S;O;SOUTHEAST-ASIA-SEA;;
LC149621;2010;JPN;wild-water-buffalo;;O/JPN/2010-6/1S;O;SOUTHEAST-ASIA-SEA;;
LC149620;2010;JPN;cow;;O/JPN/2010-5/6S;O;SOUTHEAST-ASIA-SEA;;
LC149619;2010;JPN;cow;;O/JPN/2010-3/2S;O;SOUTHEAST-ASIA-SEA;;
LC149618;2010;JPN;cow;;O/JPN/2010-2/5S;O;SOUTHEAST-ASIA-SEA;;
LC149617;2010;JPN;cow;;O/JPN/2010-1/14C;O;SOUTHEAST-ASIA-SEA;;
KY446903;2005;PAK;water-buffalo;FBD/QOL-UVAS-Pak/2005;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;;
KY657269;2015;VNM;pig;;O/VIT/16451DLBPP04/2015;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KY086466;2016;KOR;pig;;O/GC/SKR/2016;O;SOUTHEAST-ASIA-SEA;;
KY086465;2016;KOR;pig;;O/GJ/SKR/2016;O;SOUTHEAST-ASIA-SEA;;
KU204894;2013;CHN;pig;GD/CHA/JH12/2013;;O;CATHAY;;
KU204893;2013;CHN;pig;HN/CHA/HK212/2013;;O;CATHAY;;
KX712091;2015;BGD;pig;BAN/GO/Ka-236(Pig)/2015;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;;
JN099699;2009;IRQ;cattle;4255;A/IRQ/09;A;ASIA;Iran-05;
JN099698;2009;IRQ;cattle;4254;A/IRQ/09;A;ASIA;Iran-05;
JN099697;2009;IRQ;cattle;4252;A/IRQ/09;A;ASIA;Iran-05;
JN099694;2009;IRQ;cattle;4240;A/IRQ/09;A;ASIA;Iran-05;
JN099688;2009;IRQ;cattle;4235;A/IRQ/09;A;ASIA;Iran-05;
KX162590;2014;KOR;pig;;O/SKR/JC/2014;O;SOUTHEAST-ASIA-SEA;;
KU726614;1994;GRC;sheep;GRE/23/94;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;;
KU821592;2009;ZMB;cow;SAT2/ZAM18/2009;;SAT2;III;;
KU821591;2010;ZMB;cow;O/ZAM14/2010;;O;EAST-AFRICA-2-EA-2;;
KU821590;2010;NAM;cow;SAT1/NAM01/2010;;SAT1;III-WESTERN-ZIMBABWE-WZ;;
KU291242;2015;MAR;cow;MOR/1/2015;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KX002205;2001;ARG;cattle;A/ATLauquen01;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002204;2001;ARG;cattle;A/AGLopez01;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002203;2001;ARG;cattle;A/AAreco01;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002202;2001;ARG;cattle;A/973_SL_Pede;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002201;2001;ARG;cattle;A/915_SEst_Riv;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002200;2001;ARG;cattle;A/820_Cor_Groca;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002199;2001;ARG;cattle;A/548_LP_Guatrech;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002198;2001;ARG;cattle;A/467_SFe_Irio;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002197;2001;ARG;cattle;A/423_Cor_Union;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002196;2001;ARG;cattle;A/39111_Cor_Gpaz;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002194;2000;ARG;cattle;A/38950_For_Pat;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002193;2001;ARG;cattle;A/258_ER_Diamante;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002192;2001;ARG;cattle;A/2118_LPam_Lmahu;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002191;2001;ARG;cattle;A/2107_BsAs_Merced;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002190;2001;ARG;cattle;A/2084_StEst_OjoAgua;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002189;2001;ARG;cattle;A/2071_LPam_Chali;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002188;2001;ARG;cattle;A/2063_Cor_Ccuat;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002187;2001;ARG;cattle;A/2059_BsAs_Hirig;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002186;2001;ARG;cattle;A/2027_Cor_Col;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002185;2001;ARG;cattle;A/2026_Tuc_Tuc;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002184;2001;ARG;cattle;A/1893_longMCH;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002183;2001;ARG;cattle;A/1514_LPam_HU;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002182;2001;ARG;cattle;A/1452_longMCH;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002181;2001;ARG;cattle;A/1441_BsAs_Lflores;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002180;2001;ARG;cattle;A/1300_BS_As_Gguido;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002179;2001;ARG;cattle;A/1293_BsAs_Indio;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002178;2001;ARG;cattle;A/129_LPam_Capital;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002177;2001;ARG;cattle;A/1185_ER_Par;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KX002176;2001;ARG;cattle;A/1155_BsAs_MCh;A/Arg/01;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
KT968663;2013;CHN;yak;A/HY/CHA/2013;;A;ASIA;Sea-97;
KU127247;2015;SAU;cattle;SAU/1/2015;;A;ASIA;;
KU360085;2015;CHN;pig;;MDV HN/CHA/06;Asia1;ASIA;;
HQ268509;2004;VNM;;VIT_4/2004;;A;ASIA;Sea-97;
LC036265;2010;JPN;cattle;;O/JPN/2010 290-1E;O;SOUTHEAST-ASIA-SEA;;
KR108950;2009;ZAF;african-buffalo;KNP-10-90;;SAT3;I-SOUTHEAST-ZIMBABWE-SEZ;;
HQ832592;2009;IND;cattle;IND 17/2009;;A;ASIA;;
HQ832591;2008;IND;cattle;IND 437/2008;;A;ASIA;;
HQ832590;2007;IND;cattle;IND 245/2007;;A;ASIA;;
HQ832589;2006;IND;cattle;IND 109/2006;;A;ASIA;;
HQ832588;2005;IND;cattle;IND 88/2006;;A;ASIA;;
HQ832586;2006;IND;;IND 43/2006;;A;ASIA;;
HQ832585;2005;IND;;IND 26/2006;;A;ASIA;;
HQ832584;2005;IND;cattle;IND 22/2006;;A;ASIA;;
HQ832583;2005;IND;;IND 447/2005;;A;ASIA;;
HQ832582;2004;IND;buffalo;IND 249/2004;;A;ASIA;;
HQ832581;2004;IND;cattle;IND 64/2004;;A;ASIA;;
HQ832580;2003;IND;cattle;IND 818/2003;;A;ASIA;;
HQ832579;2003;IND;buffalo;IND 281/2003;;A;ASIA;;
HQ832578;2003;IND;;IND 161/2003;;A;ASIA;;
HQ832577;1999;IND;;IND 110/1999;;A;ASIA;;
KC412634;2006;CHN;pig;Asia1/HN/2006;;Asia1;ASIA;;
KJ608371;2013;VNM;cattle;;A/VN/T11D/2013;A;ASIA;Sea-97;
KP940474;2014;EGY;cattle;FMD/A/El-Fayoum/Egypt/2014;;A;AFRICA;;
KP940473;2014;EGY;cattle;FMD/O/Dakahlia/Egypt/2014;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;;
KJ560309;2007;GBR;cattle;O/UKG/1709/2007 (IP7);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560308;2007;GBR;cattle;O/UKG/1704/2007 (IP7);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560307;2007;GBR;cattle;O/UKG/1701/2007 (IP7);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560306;2007;GBR;cattle;O/UKG/1698/2007 (IP7);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560305;2007;GBR;cattle;O/UKG/1694/2007 (IP7);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560304;2007;GBR;cattle;O/UKG/1693/2007 (IP7);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560303;2007;GBR;cattle;O/UKG/1684/2007 (IP7);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560302;2007;GBR;cattle;O/UKG/1488/2007 (IP6b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560301;2007;GBR;cattle;O/UKG/1485/2007 (IP6b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560300;2007;GBR;sheep;O/UKG/1426/2007 (IP5);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560299;2007;GBR;sheep;O/UKG/1425/2007 (IP5);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560298;2007;GBR;sheep;O/UKG/1419/2007 (IP5);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560297;2007;GBR;sheep;O/UKG/1418/2007 (IP5);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560296;2007;GBR;cattle;O/UKG/805/2007 (IP4b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560295;2007;GBR;cattle;O/UKG/1170/2007 (IP3c);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560294;2007;GBR;cattle;O/UKG/650/2007 (IP3b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560293;2007;GBR;cattle;O/UKG/649/2007 (IP3b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560292;2007;GBR;cattle;O/UKG/648/2007 (IP3b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560291;2007;GBR;cattle;O/UKG/647/2007 (IP3b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560290;2007;GBR;cattle;O/UKG/645/2007 (IP3b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560289;2007;GBR;cattle;O/UKG/644/2007 (IP3b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560288;2007;GBR;cattle;O/UKG/642/2007 (IP3b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560287;2007;GBR;cattle;O/UKG/158/2007 (IP2c);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560286;2007;GBR;cattle;O/UKG/132/2007 (IP2c);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560285;2007;GBR;cattle;O/UKG/97/2007 (IP2b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560284;2007;GBR;cattle;O/UKG/96/2007 (IP2b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560283;2007;GBR;cattle;O/UKG/95/2007 (IP2b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560282;2007;GBR;cattle;O/UKG/94/2007 (IP2b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560281;2007;GBR;cattle;O/UKG/92/2007 (IP2b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560280;2007;GBR;cattle;O/UKG/91/2007 (IP2b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560279;2007;GBR;cattle;O/UKG/32/2007 (IP1b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560278;2007;GBR;cattle;O/UKG/13/2007 (IP1b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560277;2007;GBR;cattle;O/UKG/11/2007 (IP1b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ560276;2007;GBR;cattle;O/UKG/9/2007 (IP1b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ825809;2013;IND;buffalo;IND250(541)/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ825808;2013;IND;cattle;IND141(306)/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ825807;2014;IND;cattle;IND26(54)/2014;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ825806;2013;IND;cattle;IND811(1552)/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ825805;2013;IND;cattle;IND341(707)/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ825804;2013;IND;cattle;IND298(634)/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ825803;2013;IND;cattle;IND139(302)/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ825802;2013;IND;cattle;IND142(311)/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ825801;2013;IND;cattle;IND142(310)/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ820999;2013;UGA;cattle;;UGA/1/13;SAT3;V-East-Africa-EA;;
KJ206910;2013;SAU;cattle;SAU/3/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ206909;2013;LBY;cattle;LIB/2/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
KJ206908;2013;BTN;cattle;BHU/1/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;Ind-2001d;
HQ268524;2004;BTN;;BHU_27/2004;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
KM268901;1991;ZWE;cattle;ZIM/6/91;;SAT3;I-SOUTHEAST-ZIMBABWE-SEZ;;
KM268900;2012;TZA;cattle;TAN/5/2012;;SAT2;IV;;
KM268899;2012;TZA;cattle;TAN/22/2012;;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
KM268898;2013;TUR;cattle;TUR/13/2013;;Asia1;ASIA;;
KM268897;2004;KEN;cattle;KEN/1/2004;;C;AFRICA;;
KM268896;2013;TUR;cattle;TUR/11/2013;;A;ASIA;Iran-05;
KM268895;2013;TUR;cattle;TUR/12/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
KM257065;2001;GBR;cattle;UKG/14597/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KM257064;2001;GBR;cattle;UKG/4998/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KM257063;2001;GBR;cattle;UKG/1734/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KM257062;2001;GBR;cattle;UKG/1558/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KM257061;2001;GBR;cattle;UKG/1450/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KJ933864;1997;MYS;;;Malaysia 97;A;ASIA;Sea-97;
JX869188;1968;GBR;sheep;BFS 89/68;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869187;1968;GBR;cattle;BFS 86/68;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869186;1968;GBR;cattle;BFS 69/68;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869185;1968;GBR;cattle;BFS 63/68;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869184;1968;GBR;cattle;BFS 45/68;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869183;1968;GBR;cattle;BFS 41/68;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869182;1968;GBR;cattle;BFS 11/68;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869181;1967;GBR;cattle;BFS 1950;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869180;1967;GBR;cattle;BFS 1889;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869179;1967;GBR;cattle;BFS 1848;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869178;1967;GBR;cattle;BFS 1836;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX869177;1967;GBR;cattle;BFS 1810A;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
KJ754939;2013;BGD;cattle;BAN_GA_Sa-197_2013;;A;ASIA;;
KF985189;2013;BGD;cattle;BAN/NA/Ha-156/2013;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;;
KC588943;2010;KOR;cattle;A/Pocheon/001/KOR/2010;;A;ASIA;Sea-97;
KF694746;2002;KOR;pig;O/S16KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694745;2002;KOR;pig;O/S15KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694744;2002;KOR;cow;O/S14KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694743;2002;KOR;pig;O/S13KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694742;2002;KOR;pig;O/S12KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694741;2002;KOR;pig;O/S11KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694740;2002;KOR;pig;O/S10KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
